"dose","p_eff_hat","p_eff_lcl","p_eff_ucl","r_eff_hat","r_eff_lcl","r_eff_ucl","q_eff_hat","q_eff_lcl","q_eff_ucl","p_eff_true","q_eff_true","r_eff_true","nR","eR","nI","eI","alpha_eff_true","scenario","replicate","method"
2,0.285494931245437,0.0375744120810206,0.641996698069682,0.0752536324593501,5.24603542287106e-11,0.421704185201367,0.343277159429885,0.080146008194539,0.679692363095839,0.35,0.41,0.0923076923076923,3,1,3,1,0.3,"sce1",74,"fixed_beta"
3,0.147847191099194,0.00273047972342013,0.471424969063285,0.14945741934474,2.05702002244344e-05,0.597137113618779,0.280843418513253,0.0438393414913957,0.676746361708143,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",74,"fixed_beta"
4,0.422101108125941,0.112010250781121,0.763422689030371,0.217358571721284,5.51744984069633e-05,0.731540590811342,0.557464682764058,0.238704694874664,0.868192373605292,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",74,"fixed_beta"
5,0.508873280044882,0.111608870321439,0.865203388445389,0.4086161561333,0.00243630234293898,0.928151649972326,0.734248746925228,0.402451788792252,0.964076436249275,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",74,"fixed_beta"
1,0.116286426284372,0.000415856654458372,0.382771496049039,0.253520739708624,2.01276876199738e-17,0.98281587412569,0.343101806217662,0.00772762071864021,0.984491816226446,0.2,0.2,0,6,0,0,0,0.3,"sce1",74,"hierarchical_beta"
2,0.274614752587102,0.0439082949314534,0.605491798864666,0.166172224194069,6.35869607613046e-47,0.71028521607641,0.400026120626615,0.094677764584033,0.79163313822614,0.35,0.41,0.0923076923076923,3,1,3,1,0.3,"sce1",74,"hierarchical_beta"
3,0.167132457891167,0.000581932956728957,0.476648692356022,0.20239581797814,1.44395813020963e-41,0.67984004888498,0.342356410512884,0.0443332815394404,0.723153111460999,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",74,"hierarchical_beta"
4,0.346730689967806,0.0508913246832806,0.707041726604678,0.269456571518647,3.93340400899591e-54,0.848550119569747,0.538369920697777,0.193626634027128,0.89647695539387,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",74,"hierarchical_beta"
5,0.369477392344793,0.0708602282741766,0.747433305133176,0.501296954752598,5.29110408600769e-11,0.999983583744853,0.713264703926131,0.303674311045535,0.999988242715314,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",74,"hierarchical_beta"
1,0.395695609086758,0.125827656184101,0.676238175313858,0.0254943125773413,1.07778891372871e-27,0.244310900588224,0.411820118242211,0.126581012664721,0.714809908366824,0.2,0.2,0,6,3,0,0,0.3,"sce1",75,"fixed_beta"
2,0.666787608580322,0.316863156162322,0.928845419393671,0.0658182809444372,1.71756456490526e-10,0.513069959126314,0.690115168083606,0.340596696308477,0.940627606363124,0.35,0.41,0.0923076923076923,3,3,3,2,0.3,"sce1",75,"fixed_beta"
3,0.205234842261474,0.00144055977532296,0.612315118336955,0.291048661732207,1.73196773909164e-05,0.80091686551472,0.454320225989334,0.129222518343914,0.836489769059719,0.35,0.455,0.161538461538461,3,0,3,2,0.3,"sce1",75,"fixed_beta"
4,0.428439068182957,0.111523469787876,0.748030602277868,0.203679377657773,2.05309091419999e-05,0.72810980719694,0.553428233536047,0.203730529023347,0.872993643821631,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",75,"fixed_beta"
5,0.364293209548943,0.0776710941684136,0.691716185104088,0.148343729248209,0.000167359379513242,0.529577517866047,0.460698638936611,0.144608869930418,0.796032846041683,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",75,"fixed_beta"
1,0.472086110557729,0.203137980884614,0.760524098834181,0.206475631194628,3.03341698690472e-11,0.827417623322545,0.581974761181857,0.256737963031432,0.936665888235065,0.2,0.2,0,6,3,0,0,0.3,"sce1",75,"hierarchical_beta"
2,0.631366192135667,0.312188226326474,0.900860742725998,0.174644716754659,9.8336249144551e-11,0.698092404188413,0.698487128073927,0.379288311977953,0.938135058123924,0.35,0.41,0.0923076923076923,3,3,3,2,0.3,"sce1",75,"hierarchical_beta"
3,0.313019669830228,0.00913637598965899,0.658214180411349,0.215160431491427,1.05690524985462e-08,0.783689527402117,0.476626589242468,0.171521126652732,0.851612377592656,0.35,0.455,0.161538461538461,3,0,3,2,0.3,"sce1",75,"hierarchical_beta"
4,0.432196896492678,0.12128233763963,0.754753711030749,0.207150181419155,1.62941852812574e-09,0.726674433619986,0.55575961056319,0.243070234297439,0.870121733919998,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",75,"hierarchical_beta"
5,0.356314345578043,0.0592985840193122,0.653875578976314,0.141111265830505,3.99950023771221e-08,0.587513910788633,0.45124669442655,0.146021237977671,0.768169420144614,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",75,"hierarchical_beta"
1,0.0209898491912986,1.4820519969792e-09,0.154750269822517,0.0369303300335355,5.11878854731388e-26,0.406711342754069,0.0571779422745373,7.42394005996875e-08,0.419470843228973,0.2,0.2,0,6,0,0,0,0.3,"sce1",76,"fixed_beta"
2,0.177124898779169,0.0151105795483534,0.515216077278555,0.0308249777781312,2.30084246474189e-10,0.23754501115552,0.203464722389715,0.023607051352713,0.538498469348735,0.35,0.41,0.0923076923076923,3,1,3,0,0.3,"sce1",76,"fixed_beta"
3,0.427280426037227,0.122714954583703,0.760191958171555,0.0989853512510771,3.24284216026917e-07,0.509147079797211,0.486280674795074,0.170528293520031,0.793236510682896,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",76,"fixed_beta"
4,0.424078123821934,0.0753672908791925,0.750815510667417,0.213230713097187,3.04166148668233e-05,0.771532329347941,0.559327566485396,0.229724647627968,0.871260207396902,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",76,"fixed_beta"
5,0.523432250820362,0.124342393820905,0.879708962776393,0.415169726170977,0.00132805622423135,0.921161337335786,0.743107517383484,0.359700264848046,0.960979831980451,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",76,"fixed_beta"
1,0.132688620094027,0.000457374182106519,0.426309909149488,0.196750847189156,2.15472286291341e-20,0.927685990810029,0.30388513265945,0.0123924514496642,0.943437733274887,0.2,0.2,0,6,0,0,0,0.3,"sce1",76,"hierarchical_beta"
2,0.235599005792389,0.0341588217873303,0.538226755762427,0.0930259116368798,3.19697339948553e-16,0.402413274642656,0.306938470775283,0.066403995181248,0.619021467738257,0.35,0.41,0.0923076923076923,3,1,3,0,0.3,"sce1",76,"hierarchical_beta"
3,0.410287957535533,0.133859827955474,0.758372574035605,0.119639769313493,5.65263766595089e-13,0.583046580357697,0.484146356460098,0.194480893633363,0.80794437515956,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",76,"hierarchical_beta"
4,0.37308720736516,0.0818667128383573,0.725116530761033,0.204608607108375,1.99520611633458e-15,0.754232192761711,0.510499571799555,0.192166299553816,0.846976418522161,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",76,"hierarchical_beta"
5,0.426279344658223,0.0987000717773047,0.802527295711879,0.344052701701653,4.82415521776959e-13,0.997152307975841,0.646904690729744,0.273829811025561,0.998577295136703,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",76,"hierarchical_beta"
1,0.138702862222042,0.0105079344758132,0.422570292820128,0.027943793734786,2.81646722209744e-27,0.365619767567754,0.162329516994728,0.0107199470125019,0.519078446145396,0.2,0.2,0,6,1,0,0,0.3,"sce1",77,"fixed_beta"
2,0.48217908710999,0.0735874882848591,0.847158521028373,0.224411027904915,2.01004592635084e-09,0.864645506732422,0.620305553716309,0.250982766744944,0.92886875778658,0.35,0.41,0.0923076923076923,3,1,3,3,0.3,"sce1",77,"fixed_beta"
3,0.431245410204308,0.139109952763825,0.731937189936907,0.0796772844048702,4.68794875586408e-07,0.451235038532966,0.479271243865988,0.187454020521498,0.761339422606247,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",77,"fixed_beta"
4,0.451697171047526,0.135660396851392,0.784055563255369,0.101300787461783,3.00001413636292e-06,0.445230843345224,0.508891289464467,0.196128409980461,0.814323262891775,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",77,"fixed_beta"
5,0.338237821791154,0.0684155130259262,0.716954609257564,0.152377667034777,6.97534229112033e-05,0.615299273571715,0.440389694375262,0.125717068468054,0.805460510831914,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",77,"fixed_beta"
1,0.285821573491206,0.0605147890954662,0.538199373912247,0.115470329172231,7.84346399577877e-112,0.78379770908949,0.369321774823865,0.080306089472166,0.845569936280014,0.2,0.2,0,6,1,0,0,0.3,"sce1",77,"hierarchical_beta"
2,0.476014161806841,0.157543350468681,0.832381168495308,0.24847990263363,3.91875429377162e-88,0.985722092566256,0.629851433709952,0.287662364148187,0.991350554742822,0.35,0.41,0.0923076923076923,3,1,3,3,0.3,"sce1",77,"hierarchical_beta"
3,0.44589728264047,0.170846748827046,0.747345874899497,0.0830127835380645,4.81931527158484e-50,0.554653019532998,0.493752872266459,0.217723736531142,0.799661530370301,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",77,"hierarchical_beta"
4,0.43829107242676,0.184535410638753,0.735416494154022,0.0856281370446095,1.0499005389313e-44,0.587425439862146,0.488496845858584,0.227155259450175,0.803473008924507,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",77,"hierarchical_beta"
5,0.359878130314067,0.0893884956044645,0.664658807595337,0.0973373436217721,8.78216600840312e-47,0.549376036524969,0.425774511774116,0.146122048622973,0.746596955671357,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",77,"hierarchical_beta"
1,0.150617981203533,0.00903919926892392,0.425504976118205,0.0250808649577155,1.65089837957923e-26,0.254492869469207,0.171570057792129,0.010288552541547,0.503578336468293,0.2,0.2,0,6,1,0,0,0.3,"sce1",78,"fixed_beta"
2,0.118712936283988,5.56965972294062e-05,0.443814441846261,0.123795093338375,1.01690183233886e-10,0.582405438835796,0.23213941739767,0.0142344299184541,0.617665541964709,0.35,0.41,0.0923076923076923,3,0,3,1,0.3,"sce1",78,"fixed_beta"
3,0.219352836535188,0.000797953674820288,0.612605805694289,0.260953749779773,5.6709902243047e-06,0.801456534586045,0.442868610824418,0.11195345908755,0.842574246751171,0.35,0.455,0.161538461538461,3,0,3,2,0.3,"sce1",78,"fixed_beta"
4,0.446832880915073,0.167721293904198,0.758308349505128,0.115361088620216,2.13751341900906e-06,0.521350349391573,0.51297434873643,0.233355811128699,0.820986032164504,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",78,"fixed_beta"
5,0.34382878536072,0.0666075159167099,0.70371733072025,0.144167414940707,8.07009132543146e-05,0.598439238550375,0.444586501503246,0.125112509434883,0.77039770048314,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",78,"fixed_beta"
1,0.221028071794392,0.0218648194492588,0.510162528699307,0.182664263584449,3.92224525594516e-10,0.749052214341592,0.36437936901708,0.0668394406251097,0.815962311639446,0.2,0.2,0,6,1,0,0,0.3,"sce1",78,"hierarchical_beta"
2,0.19600350385553,0.00153585629911636,0.482014951196705,0.171076193155673,1.0077543576836e-08,0.627489870271177,0.3401975040422,0.073647434094217,0.694318297033401,0.35,0.41,0.0923076923076923,3,0,3,1,0.3,"sce1",78,"hierarchical_beta"
3,0.234164175199471,0.00640793993007968,0.554140548832247,0.2449810583389,5.39437748166912e-11,0.79887219536352,0.433275098568388,0.132615402963526,0.844457271164375,0.35,0.455,0.161538461538461,3,0,3,2,0.3,"sce1",78,"hierarchical_beta"
4,0.372949578517737,0.124372745165571,0.704910876434673,0.13540767932171,5.52469550719224e-11,0.572884059801219,0.46057469031014,0.179935510813641,0.786026636802483,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",78,"hierarchical_beta"
5,0.28258662349422,0.0601752789847092,0.607242514393341,0.140758700419834,6.1792657719063e-08,0.535011878017926,0.388009584779841,0.126878255285207,0.759106145133292,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",78,"hierarchical_beta"
1,0.140040776898966,0.00811611561596877,0.366978205585911,0.0299058400164762,1.45486815742911e-22,0.332956111583296,0.16555524241983,0.00922848352674021,0.502054045208775,0.2,0.2,0,6,1,0,0,0.3,"sce1",79,"fixed_beta"
2,0.483510016321197,0.0786917314175697,0.848079527898688,0.208583817381947,1.08535454157984e-10,0.835228373139584,0.614181676499499,0.263307502818932,0.917387126623677,0.35,0.41,0.0923076923076923,3,1,3,3,0.3,"sce1",79,"fixed_beta"
3,0.439522813762485,0.14291294396779,0.759307259004676,0.0851636109947369,5.54546486108129e-07,0.48922967326832,0.490264425803208,0.206377949987085,0.792579435531222,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",79,"fixed_beta"
4,0.507541433770288,0.151559680727348,0.838807253622471,0.34828854844342,0.000429379946416207,0.899710612528697,0.70301820977142,0.360938310429616,0.946177482215081,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",79,"fixed_beta"
5,0.480617544457288,0.162128280594919,0.808099173104298,0.123697601619701,5.15554552628093e-05,0.587344049688632,0.546852981524637,0.242235470415917,0.857513413308553,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",79,"fixed_beta"
1,0.295615934653926,0.061432125530674,0.589559070506706,0.33099453732338,1.69161188031227e-07,0.994170988697733,0.531843733135738,0.129457054233554,0.996025916546191,0.2,0.2,0,6,1,0,0,0.3,"sce1",79,"hierarchical_beta"
2,0.437214037257339,0.110045854044852,0.794651095961783,0.506280809770067,1.99888098464725e-08,0.998017013803881,0.748061848677374,0.386761309089097,0.998553893695332,0.35,0.41,0.0923076923076923,3,1,3,3,0.3,"sce1",79,"hierarchical_beta"
3,0.445991849476315,0.18022743326617,0.74143310105366,0.197021774082595,3.81168576741308e-09,0.678498463924752,0.559521319432559,0.244653856069687,0.853358729063395,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",79,"hierarchical_beta"
4,0.450547562104483,0.139017190401696,0.789821599033964,0.494786380157372,3.09204722982659e-05,0.999509252677711,0.748045998972654,0.334739886071357,0.999806246496981,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",79,"hierarchical_beta"
5,0.429462764878159,0.1512331253544,0.722666613634901,0.20874288281106,1.661777093984e-09,0.718712685417207,0.55258971422171,0.240445009628403,0.850496767333516,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",79,"hierarchical_beta"
1,0.154715177592793,0.00463925721944742,0.438386657321091,0.0276434320726212,1.48345701896043e-23,0.291442822506284,0.177554007172907,0.00729442001926672,0.520298068356448,0.2,0.2,0,6,1,0,0,0.3,"sce1",80,"fixed_beta"
2,0.542355118379594,0.208857815055944,0.855361256974951,0.0758607114135909,3.11676703182906e-11,0.521831242589835,0.577827885324441,0.238648653685674,0.869981794487256,0.35,0.41,0.0923076923076923,3,2,3,2,0.3,"sce1",80,"fixed_beta"
3,0.189401051228792,0.0026780239652978,0.593752331668055,0.291192287292992,2.21005820776058e-05,0.779989764782637,0.441475269510763,0.0997213679133682,0.821425277221519,0.35,0.455,0.161538461538461,3,0,3,2,0.3,"sce1",80,"fixed_beta"
4,0.311037411792393,0.0569304005673137,0.647835523463563,0.132927139120468,5.74809694819052e-05,0.602411496408544,0.407866062738053,0.112231026760354,0.770334173918503,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",80,"fixed_beta"
5,0.316345638182788,0.00366394723712433,0.774719530326913,0.509288885480925,0.000680285056462441,0.944507438357189,0.697807444781917,0.280091540593328,0.958040912566017,0.35,0.455,0.161538461538461,3,0,3,3,0.3,"sce1",80,"fixed_beta"
1,0.219385062728145,0.0260821717698594,0.502815496751013,0.387825147809061,1.32882855812471e-15,0.95998144902253,0.528664202516844,0.0887921251621516,0.964349021406359,0.2,0.2,0,6,1,0,0,0.3,"sce1",80,"hierarchical_beta"
2,0.442255481527532,0.151078455330099,0.800489882209701,0.380626971125448,1.1284014530568e-08,0.835713418833054,0.667098342437946,0.284703578182743,0.928687854273483,0.35,0.41,0.0923076923076923,3,2,3,2,0.3,"sce1",80,"hierarchical_beta"
3,0.204921414426894,0.00173547749212146,0.59198558686591,0.422845701710869,2.53158972905676e-16,0.905558578027305,0.559836387421881,0.173657250051125,0.920432509103619,0.35,0.455,0.161538461538461,3,0,3,2,0.3,"sce1",80,"hierarchical_beta"
4,0.263358695546454,0.040062892536087,0.577714963493245,0.298509298195816,2.00322440660557e-09,0.77240706203891,0.489386962726875,0.104638407258494,0.830861212840951,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",80,"hierarchical_beta"
5,0.233921120126438,0.00116161702900837,0.593333854634567,0.566415791792372,3.33137835137298e-05,0.986656988507993,0.692951805759952,0.315865665727338,0.989493090409544,0.35,0.455,0.161538461538461,3,0,3,3,0.3,"sce1",80,"hierarchical_beta"
1,0.0230078339273783,5.37786429890956e-10,0.195219706141284,0.0323535227101887,3.19292526723245e-27,0.473555885682018,0.0544422814550598,8.01180043616433e-08,0.502607825839152,0.2,0.2,0,6,0,0,0,0.3,"sce1",81,"fixed_beta"
2,0.174103183143288,0.00913211761225781,0.453444904720043,0.0278056691622754,3.45519614197923e-11,0.212569854940996,0.196997739174278,0.0106179030022357,0.480700848267349,0.35,0.41,0.0923076923076923,3,1,3,0,0.3,"sce1",81,"fixed_beta"
3,0.201662929819116,0.0163131231246949,0.560696941052002,0.0463806877466348,4.0763133875476e-08,0.311996803149778,0.239502514117221,0.0232336596146584,0.593100702779936,0.35,0.455,0.161538461538461,3,1,3,0,0.3,"sce1",81,"fixed_beta"
4,0.404616265554483,0.0788525053289277,0.715792491197599,0.205740786263109,8.99772454366532e-05,0.704200948357393,0.53796976225337,0.203097285807984,0.847441276661333,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",81,"fixed_beta"
5,0.247124096519597,0.0452909659637372,0.586670942815727,0.0929882215312719,6.46910549927467e-05,0.434914565800707,0.317684487772042,0.0712539116421343,0.666629757686872,0.35,0.455,0.161538461538461,3,1,3,0,0.3,"sce1",81,"fixed_beta"
1,0.110388017696273,0.000249686977132454,0.33873571474712,0.110923551976008,4.54746828760335e-23,0.719884335903078,0.2078306252827,0.00345168285748973,0.754233739809354,0.2,0.2,0,6,0,0,0,0.3,"sce1",81,"hierarchical_beta"
2,0.186966488230087,0.0279885278717197,0.444747656739486,0.0507055683692344,4.50042120612883e-15,0.277450912202994,0.228554714771112,0.0395938895030403,0.489345552795551,0.35,0.41,0.0923076923076923,3,1,3,0,0.3,"sce1",81,"hierarchical_beta"
3,0.198500097436237,0.0273939974469601,0.443544107435601,0.0402353338793634,3.51919910102367e-12,0.227955135676575,0.231238902534496,0.0409587989111019,0.496679714060793,0.35,0.455,0.161538461538461,3,1,3,0,0.3,"sce1",81,"hierarchical_beta"
4,0.325166065230476,0.0629931054620866,0.652302883177418,0.156795595182412,4.37069946940963e-16,0.744656045214459,0.438974133692295,0.152845644666573,0.82572862557662,0.35,0.455,0.161538461538461,3,1,3,2,0.3,"sce1",81,"hierarchical_beta"
5,0.189699351056349,0.0283697941961895,0.439821343853166,0.0481200613413873,3.16480401129706e-15,0.256826076219905,0.228665751173034,0.034689548338651,0.535666896953143,0.35,0.455,0.161538461538461,3,1,3,0,0.3,"sce1",81,"hierarchical_beta"
1,0.148711882873639,0.0065597296472828,0.477138333217648,0.0384183434577609,1.48172449746373e-25,0.403695627214278,0.181911926426089,0.00675835751803037,0.607792560111872,0.2,0.2,0,6,1,0,0,0.3,"sce1",82,"fixed_beta"
2,0.4176940075119,0.124784605098944,0.742195699410212,0.0603145054070601,1.47629120632327e-11,0.442595884081245,0.454339858909476,0.141777903198352,0.772563114001378,0.35,0.41,0.0923076923076923,3,2,3,1,0.3,"sce1",82,"fixed_beta"
3,0.0753040445039849,0.000358034563940484,0.319382985748527,0.0561776442975698,1.57379314593009e-07,0.411564256892853,0.127982010705379,0.00176617653358835,0.470698366053307,0.35,0.455,0.161538461538461,3,0,3,0,0.3,"sce1",82,"fixed_beta"
4,0.507465157497901,0.104436455871069,0.880184674016598,0.363383658773966,0.000308489250007501,0.895916016061782,0.705738830132173,0.363811127844583,0.956041985732564,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",82,"fixed_beta"
5,0.731983051759605,0.364089596627366,0.953455276965404,0.191390811848683,0.000933556922022478,0.666308805964276,0.789487261916261,0.479552694159149,0.967034873419104,0.35,0.455,0.161538461538461,3,3,3,2,0.3,"sce1",82,"fixed_beta"
1,0.239310691244359,0.0231845395489898,0.582777380349678,0.196679103991764,2.07530462533027e-15,0.886564118332321,0.388997448337656,0.0416728909728784,0.918476222496224,0.2,0.2,0,6,1,0,0,0.3,"sce1",82,"hierarchical_beta"
2,0.455922581041832,0.161782277975096,0.773780632823854,0.127717445175016,2.77780816555078e-13,0.541101942217698,0.529977020157803,0.217337763356274,0.828229388696595,0.35,0.41,0.0923076923076923,3,2,3,1,0.3,"sce1",82,"hierarchical_beta"
3,0.133565217573814,0.000285265301169273,0.446670513327963,0.0960608409118319,7.40233652393587e-12,0.493718190949674,0.216331694489342,0.0033893294570564,0.613265532960162,0.35,0.455,0.161538461538461,3,0,3,0,0.3,"sce1",82,"hierarchical_beta"
4,0.49330998833577,0.104758873488229,0.835114656633406,0.292260506845963,7.01390252293254e-24,0.970427786164816,0.666200843895772,0.313681721870946,0.980796229412532,0.35,0.455,0.161538461538461,3,1,3,3,0.3,"sce1",82,"hierarchical_beta"
5,0.662182816323578,0.300674744963579,0.949079865172595,0.173220786871662,1.48492239394483e-12,0.745408208319655,0.725426180143286,0.418368598641925,0.963742434217159,0.35,0.455,0.161538461538461,3,3,3,2,0.3,"sce1",82,"hierarchical_beta"
1,0.527836350407479,0.220121667395408,0.84385759451439,0.033515008652865,3.91519980169665e-27,0.384504482124575,0.543388719328345,0.222712852753133,0.879831321000321,0.2,0.2,0,6,4,0,0,0.3,"sce1",83,"fixed_beta"
2,0.377377807370651,0.0566881488724862,0.731945979907757,0.139333883234749,1.54081511341023e-12,0.704203902052378,0.473242480769563,0.152267299034757,0.82309320680907,0.35,0.41,0.0923076923076923,3,1,3,2,0.3,"sce1",83,"fixed_beta"
3,0.542703529844091,0.207781375647824,0.865510602371694,0.146457329210564,2.5441979046609e-07,0.694858215771172,0.614515540586138,0.273068887719666,0.911561915606865,0.35,0.455,0.161538461538461,3,2,3,2,0.3,"sce1",83,"fixed_beta"
4,0.184479400920176,0.00517986297045478,0.513528366025908,0.170812336449072,8.14289520861899e-06,0.690586650582442,0.332126740741397,0.0520429356929379,0.739608518998953,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",83,"fixed_beta"
5,0.193887029947523,0.00877464899257379,0.578670761412897,0.194438330241246,0.000196591044201668,0.653898333708405,0.358008012278033,0.0744964817623985,0.729412027609463,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",83,"fixed_beta"
1,0.544225350634854,0.228270514823351,0.85531706468894,0.18062067739388,1.10261019545767e-09,0.674834848632439,0.627230969922537,0.290912829454468,0.934129280246487,0.2,0.2,0,6,4,0,0,0.3,"sce1",83,"hierarchical_beta"
2,0.41695933834306,0.091731744255758,0.751592130408186,0.210380907428516,1.817239448358e-10,0.783516886219727,0.549287672190464,0.234333031278936,0.893977170864319,0.35,0.41,0.0923076923076923,3,1,3,2,0.3,"sce1",83,"hierarchical_beta"
3,0.524956239897883,0.176114252759145,0.85600066658606,0.18395929371142,1.07591126349197e-14,0.736270939389216,0.619805157091772,0.277043659051231,0.907420407782839,0.35,0.455,0.161538461538461,3,2,3,2,0.3,"sce1",83,"hierarchical_beta"
4,0.203138587395872,0.00127137938235187,0.502219657156297,0.174077514696288,1.56508054904935e-09,0.666067555163517,0.346993883908289,0.0662427027877641,0.742349548450668,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",83,"hierarchical_beta"
5,0.214553260392845,0.00137611931772134,0.542433451727993,0.168159232459584,3.00341954470388e-11,0.666901045838512,0.353713895164539,0.079809048078847,0.722871507952069,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",83,"hierarchical_beta"
1,0.153446897730661,0.010049616711325,0.430048700435129,0.0283752527515521,2.65839764772198e-28,0.382200169763973,0.177254018953243,0.013417443005827,0.561822547573285,0.2,0.2,0,6,1,0,0,0.3,"sce1",84,"fixed_beta"
2,0.374531325675641,0.0502444156268935,0.71711702624466,0.148907552523062,2.61583536733446e-09,0.773612640566655,0.480030468198423,0.139787842835276,0.836772026604692,0.35,0.41,0.0923076923076923,3,1,3,2,0.3,"sce1",84,"fixed_beta"
3,0.30294380011667,0.0290721144747129,0.667044394688018,0.110274016111095,5.95345076236357e-08,0.571631978717895,0.382357309571379,0.0847498440755948,0.738726505822404,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",84,"fixed_beta"
4,0.173212387880149,0.00307296310677512,0.493330875140102,0.150923071743074,7.67728152741861e-05,0.588822999861291,0.301468785273717,0.0542358002987078,0.697624547343411,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",84,"fixed_beta"
5,0.477772053588964,0.147991707317683,0.792669356320089,0.138426374137187,0.000212938539950816,0.592001984471949,0.550377199951734,0.216209855376888,0.862739552070316,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",84,"fixed_beta"
1,0.240159132472541,0.0323331925709741,0.517436774146618,0.19497291368297,1.88599533680009e-09,0.823796062179074,0.390418601548618,0.0707080008377866,0.861981488129504,0.2,0.2,0,6,1,0,0,0.3,"sce1",84,"hierarchical_beta"
2,0.363448586570197,0.0847356354615616,0.703082719746058,0.213487935298139,1.83978457301572e-18,0.74354148005293,0.510591370949791,0.201158606208319,0.85896362736039,0.35,0.41,0.0923076923076923,3,1,3,2,0.3,"sce1",84,"hierarchical_beta"
3,0.301709576651432,0.0659620739429438,0.587987932631776,0.148422073527742,6.7510638420238e-14,0.53824016572609,0.411420451031973,0.143947709848246,0.703928364995798,0.35,0.455,0.161538461538461,3,1,3,1,0.3,"sce1",84,"hierarchical_beta"
4,0.211659489617806,0.00523568583230003,0.491624534448447,0.163357717685258,5.9512895124162e-11,0.609839063174171,0.346711803106562,0.0816834804804399,0.709192965057421,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",84,"hierarchical_beta"
5,0.390828186702728,0.114287166451978,0.690459344041344,0.152138874476444,5.6123187267853e-15,0.564958382067288,0.489203231013783,0.190341603305476,0.787744166903154,0.35,0.455,0.161538461538461,3,2,3,1,0.3,"sce1",84,"hierarchical_beta"
1,0.392802061216114,0.127156720873641,0.689736330975539,0.0311192712762512,1.28361332654051e-28,0.328872553459433,0.412230161936503,0.137570608799852,0.72873554870448,0.2,0.2,0,6,3,0,0,0.3,"sce1",85,"fixed_beta"
2,0.17094141693637,1.55265317090246e-05,0.539704386434808,0.248152734807698,2.54054064704885e-09,0.771456602560065,0.395887133453541,0.0800779942812653,0.799848559937698,0.35,0.41,0.0923076923076923,3,0,3,2,0.3,"sce1",85,"fixed_beta"
3,0.698703241273385,0.321953679637592,0.929828251962493,0.120317992366558,8.1926919621944e-07,0.640767174275913,0.735984984286083,0.348251600097213,0.948603339277482,0.35,0.455,0.161538461538461,3,3,3,2,0.3,"sce1",85,"fixed_beta"
4,0.168573381505803,0.00550452121859003,0.506331407169697,0.177171477482261,9.7170269700136e-05,0.671326959504092,0.323435387100126,0.0523567692535894,0.694373439544439,0.35,0.455,0.161538461538461,3,0,3,1,0.3,"sce1",85,"fixed_beta"
