"Scenario_Set","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Dose_Cap","Cycle_Max","Continuous_Enrollment","Restrict_To_Tried","Restrict_To_Target","Metric","D1","D2","D3","D4","D5","Total","Duration","n_scenarios_expected","n_scenarios_found","n_scenarios_missing","n_files_found","ntrial_total_from_files"
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,352.4153,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,60.3291,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.1699,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,15.1477,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,6.3213,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.6674,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",18.1419,19.5205,19.1564,17.8836,22.4722,NA,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",6.6885,7.4113,5.4818,4.5766,5.4437,NA,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.8386,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,358.4181,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,62.9281,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.247,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,17.4399,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,7.5564,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,8.7985,NA,10000,9870,130,9870,987000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",23.6871,17.69,19.3465,15.1185,19.135,NA,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",9.2265,6.2191,5.4409,3.9505,4.3051,NA,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.0087,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,350.8755,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,58.4758,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.5746,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,8.1614,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,4.1946,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,11.3729,NA,10000,9920,80,9920,992000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",22.7472,17.6505,19.2723,15.0207,20.2577,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.265,6.3974,5.5109,4.124,4.8537,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,21.9726,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,351.2798,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,58.7372,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.082,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,9.8916,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,5.5837,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_random",NA,NA,"random",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.4854,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",21.4654,16.8988,18.4898,15.6575,22.0544,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.5295,6.2178,5.0676,4.0482,5.2686,NA,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.1368,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,351.8373,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,60.4918,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.4641,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,11.9069,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,5.6269,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,10.0407,NA,10000,9950,50,9950,995000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",19.7223,19.2185,19.3258,17.4069,21.3652,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",6.9677,7.4709,5.3861,4.5189,5.2397,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,22.7567,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,357.887,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,63.6223,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,13.5451,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,14.3442,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,6.9805,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p15_tdiffabove0p15","CRM","crm_cumu_crm",NA,NA,"cumu_crm",NA,0.9,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,9.0577,NA,10000,10000,0,10000,1e+06
