"Scenario_Set","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","CFO_Method","Alpha_true","r_carry","Accrual","T_assess","Nmax_eff","Dose_Cap","Cycle_Max","Continuous_Enrollment","Restrict_To_Tried","Restrict_To_Target","Metric","D1","D2","D3","D4","D5","Total","Duration","n_scenarios_expected","n_scenarios_found","n_scenarios_missing","n_files_found","ntrial_total_from_files"
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,21.8918,NA,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,351.6464,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,49.5785,NA,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,11.4495,NA,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,12.1976,NA,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,4.4909,NA,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_r_fixed",NA,NA,"r_fixed",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,13.1789,NA,10000,9960,40,9960,996000
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",22.9067,18.6833,19.4714,15.6919,18.5274,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",8.9342,6.5769,5.5118,3.9901,4.1368,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average total unique patients",NA,NA,NA,NA,NA,21.9019,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average trial duration",NA,NA,NA,NA,NA,NA,352.7475,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD selection %",NA,NA,NA,NA,NA,50.4182,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average MTD allocation",NA,NA,NA,NA,NA,11.3058,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose selection %",NA,NA,NA,NA,NA,14.7222,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average overdose allocation",NA,NA,NA,NA,NA,5.7405,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_random",NA,NA,"random",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average underdose allocation",NA,NA,NA,NA,NA,12.1035,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose selection %",21.2472,17.5488,18.4415,16.2329,21.1554,NA,NA,10000,10000,0,10000,1e+06
"random_scenarios_ndose5_nscenario10000_target0p3_tdiffbelow0p1_tdiffabove0p1","CRM","crm_alpha_crm",NA,NA,"alpha_crm",NA,0.6,0,0.0714,28,30,3,2,1,1,0,"Average dose allocation",9.0529,6.4332,5.0704,3.9371,4.6057,NA,NA,10000,10000,0,10000,1e+06
