"Scenario","True_MTD","Model","Method","Nmax_eff","Cycle_Max","Alpha_low","Alpha_high","MTD_sel_low","MTD_sel_high","Drop_pp"
8,3,"CRM","crm_fixed",45,3,0.3,0.6,21.6397,15.6163,6.0234
8,3,"CRM","crm_fixed",45,3,0.6,0.9,15.6163,9.7044,5.9119
8,3,"CRM","crm_random",45,3,0,0.3,30.5075,24.3726,6.1349
8,3,"CRM","crm_random",45,3,0.6,0.9,19.4646,13.72,5.7446
8,3,"CRM","crm_level",45,3,0.3,0.6,25.99,19.0742,6.9158
8,3,"CRM","crm_level",45,3,0.6,0.9,19.0742,13.6085,5.4657
8,3,"CRM","crm_alpha_crm",45,3,0.6,0.9,22.6994,15.449,7.2504
8,3,"CRM","crm_cumu_crm",45,3,1.2,1.5,22.5321,17.1221,5.41
9,4,"CRM","crm_fixed",45,2,0.6,0.9,36.8098,30.692,6.1178
9,4,"CRM","crm_fixed",45,2,0.9,1.2,30.692,23.6607,7.0313
9,4,"CRM","crm_fixed",45,2,1.2,1.5,23.6607,17.8013,5.8594
9,4,"CRM","crm_random",45,2,0.9,1.2,34.654,27.9018,6.7522
9,4,"CRM","crm_level",45,2,0.9,1.2,35.9375,29.6875,6.25
9,4,"CRM","crm_fixed",45,3,0.3,0.6,42.2197,36.9214,5.2983
9,4,"CRM","crm_fixed",45,3,0.6,0.9,36.9214,30.8594,6.062
9,4,"CRM","crm_fixed",45,3,0.9,1.2,30.8594,21.9866,8.8728
9,4,"CRM","crm_fixed",45,3,1.2,1.5,21.9866,15.4018,6.5848
9,4,"CRM","crm_random",45,3,0.6,0.9,41.0156,34.4866,6.529
9,4,"CRM","crm_random",45,3,0.9,1.2,34.4866,29.4643,5.0223
9,4,"CRM","crm_level",45,3,0.6,0.9,41.7969,36.6071,5.1898
9,4,"CRM","crm_level",45,3,0.9,1.2,36.6071,29.6317,6.9754
9,4,"CRM","crm_level",45,3,1.2,1.5,29.6317,24.3862,5.2455
9,4,"CRM","crm_alpha_crm",45,3,1.2,1.5,38.7061,32.7942,5.9119
10,3,"CRM","crm_fixed",45,2,0.9,1.2,37.5835,30.2895,7.294
10,3,"CRM","crm_fixed",45,2,1.2,1.5,30.2895,21.4922,8.7973
10,3,"CRM","crm_random",45,2,1.2,1.5,35.4318,29.5822,5.8496
10,3,"CRM","crm_level",45,2,0.9,1.2,42.1727,37.1031,5.0696
10,3,"CRM","crm_level",45,2,1.2,1.5,37.1031,29.0808,8.0223
10,3,"CRM","crm_alpha_crm",45,2,0.9,1.2,43.7082,37.4165,6.2917
10,3,"CRM","crm_alpha_crm",45,2,1.2,1.5,37.4165,31.5702,5.8463
10,3,"CRM","crm_fixed",45,3,0.3,0.6,43.931,38.6971,5.2339
10,3,"CRM","crm_fixed",45,3,0.6,0.9,38.6971,31.2361,7.461
10,3,"CRM","crm_fixed",45,3,0.9,1.2,31.2361,24.1091,7.127
10,3,"CRM","crm_fixed",45,3,1.2,1.5,24.1091,16.8151,7.294
10,3,"CRM","crm_random",45,3,0.6,0.9,41.5042,35.9889,5.5153
10,3,"CRM","crm_random",45,3,0.9,1.2,35.9889,29.805,6.1839
10,3,"CRM","crm_random",45,3,1.2,1.5,29.805,23.5655,6.2395
10,3,"CRM","crm_level",45,3,0.6,0.9,41.1142,35.4875,5.6267
10,3,"CRM","crm_level",45,3,0.9,1.2,35.4875,28.9694,6.5181
10,3,"CRM","crm_level",45,3,1.2,1.5,28.9694,22.7855,6.1839
10,3,"CRM","crm_alpha_crm",45,3,0.6,0.9,42.2049,36.971,5.23390000000001
10,3,"CRM","crm_alpha_crm",45,3,1.2,1.5,32.5724,27.5612,5.0112
10,3,"CRM","crm_cumu_crm",45,3,1.2,1.5,42.706,37.0267,5.6793
11,5,"CRM","crm_fixed",45,2,0.9,1.2,84.2897,78.6072,5.68249999999999
11,5,"CRM","crm_fixed",45,3,0.6,0.9,85.6267,80.2228,5.40389999999999
11,5,"CRM","crm_fixed",45,3,0.9,1.2,80.2228,73.8719,6.35090000000001
11,5,"CRM","crm_fixed",45,3,1.2,1.5,73.8719,68.6351,5.2368
13,5,"CRM","crm_fixed",45,2,0,0.3,66.0724,60.8914,5.181
13,5,"CRM","crm_fixed",45,2,0.6,0.9,56.1003,48.3008,7.79949999999999
13,5,"CRM","crm_fixed",45,2,0.9,1.2,48.3008,41.8384,6.4624
13,5,"CRM","crm_fixed",45,2,1.2,1.5,41.8384,36.6017,5.2367
13,5,"CRM","crm_random",45,2,0.6,0.9,57.1031,51.532,5.5711
13,5,"CRM","crm_random",45,2,0.9,1.2,51.532,45.961,5.571
13,5,"CRM","crm_level",45,2,0.6,0.9,57.9944,51.9777,6.0167
13,5,"CRM","crm_level",45,2,0.9,1.2,51.9777,46.1281,5.8496
13,5,"CRM","crm_fixed",45,3,0,0.3,65.7939,59.2201,6.57379999999999
13,5,"CRM","crm_fixed",45,3,0.3,0.6,59.2201,50.4178,8.8023
13,5,"CRM","crm_fixed",45,3,0.6,0.9,50.4178,42.2284,8.1894
13,5,"CRM","crm_fixed",45,3,0.9,1.2,42.2284,34.429,7.7994
13,5,"CRM","crm_fixed",45,3,1.2,1.5,34.429,28.3565,6.0725
13,5,"CRM","crm_random",45,3,0,0.3,66.0167,60.7799,5.2368
13,5,"CRM","crm_random",45,3,0.3,0.6,60.7799,53.2591,7.5208
13,5,"CRM","crm_random",45,3,0.6,0.9,53.2591,43.7326,9.5265
13,5,"CRM","crm_random",45,3,0.9,1.2,43.7326,37.5487,6.1839
13,5,"CRM","crm_random",45,3,1.2,1.5,37.5487,31.6435,5.9052
13,5,"CRM","crm_level",45,3,0,0.3,66.9638,60.8357,6.1281
13,5,"CRM","crm_level",45,3,0.3,0.6,60.8357,53.9833,6.8524
13,5,"CRM","crm_level",45,3,0.6,0.9,53.9833,44.5682,9.4151
13,5,"CRM","crm_level",45,3,0.9,1.2,44.5682,39.1643,5.4039
13,5,"CRM","crm_level",45,3,1.2,1.5,39.1643,33.0919,6.07239999999999
13,5,"CRM","crm_alpha_crm",45,3,0.9,1.2,58.5515,52.9248,5.6267
13,5,"CRM","crm_cumu_crm",45,3,0.3,0.6,64.0669,58.1616,5.9053
13,5,"CRM","crm_cumu_crm",45,3,0.9,1.2,53.5933,47.7437,5.8496
13,5,"CRM","crm_cumu_crm",45,3,1.2,1.5,47.7437,42.0613,5.68239999999999
15,3,"CRM","crm_fixed",45,2,1.2,1.5,53.8719,47.9666,5.9053
15,3,"CRM","crm_fixed",45,3,0.9,1.2,54.1504,48.0223,6.1281
15,3,"CRM","crm_fixed",45,3,1.2,1.5,48.0223,42.6741,5.3482
15,3,"CRM","crm_level",45,3,1.2,1.5,53.2591,46.5181,6.741
17,2,"CRM","crm_random",45,3,1.2,1.5,76.9788,71.8506,5.12820000000001
20,3,"CRM","crm_fixed",45,2,0,0.3,51.6165,44.5373,7.0792
20,3,"CRM","crm_fixed",45,2,0.3,0.6,44.5373,36.8656,7.6717
20,3,"CRM","crm_fixed",45,2,0.6,0.9,36.8656,30.3402,6.5254
20,3,"CRM","crm_fixed",45,2,0.9,1.2,30.3402,24.2052,6.135
20,3,"CRM","crm_random",45,2,0,0.3,53.0954,46.6815,6.4139
20,3,"CRM","crm_random",45,2,0.3,0.6,46.6815,39.0965,7.585
20,3,"CRM","crm_random",45,2,0.6,0.9,39.0965,33.9096,5.1869
20,3,"CRM","crm_random",45,2,0.9,1.2,33.9096,27.1612,6.7484
20,3,"CRM","crm_level",45,2,0,0.3,53.0396,47.1277,5.9119
20,3,"CRM","crm_level",45,2,0.3,0.6,47.1277,40.8812,6.2465
20,3,"CRM","crm_level",45,2,0.6,0.9,40.8812,35.5828,5.2984
20,3,"CRM","crm_level",45,2,0.9,1.2,35.5828,28.5555,7.0273
20,3,"CRM","crm_level",45,2,1.2,1.5,28.5555,22.9225,5.633
20,3,"CRM","crm_alpha_crm",45,2,0.3,0.6,51.5608,45.9309,5.6299
20,3,"CRM","crm_alpha_crm",45,2,0.6,0.9,45.9309,38.1271,7.8038
20,3,"CRM","crm_alpha_crm",45,2,0.9,1.2,38.1271,32.9431,5.184
20,3,"CRM","crm_alpha_crm",45,2,1.2,1.5,32.9431,27.7592,5.1839
20,3,"CRM","crm_cumu_crm",45,2,0.3,0.6,53.2887,47.8818,5.4069
20,3,"CRM","crm_cumu_crm",45,2,0.6,0.9,47.8818,41.4158,6.466
20,3,"CRM","crm_fixed",45,3,0,0.3,51.3935,43.5025,7.89100000000001
20,3,"CRM","crm_fixed",45,3,0.3,0.6,43.5025,34.2443,9.2582
20,3,"CRM","crm_fixed",45,3,0.6,0.9,34.2443,26.5477,7.6966
20,3,"CRM","crm_fixed",45,3,0.9,1.2,26.5477,19.2415,7.3062
20,3,"CRM","crm_fixed",45,3,1.2,1.5,19.2415,13.9989,5.2426
20,3,"CRM","crm_random",45,3,0,0.3,52.4261,44.2833,8.1428
20,3,"CRM","crm_random",45,3,0.3,0.6,44.2833,35.9732,8.3101
20,3,"CRM","crm_random",45,3,0.6,0.9,35.9732,30.0613,5.9119
20,3,"CRM","crm_random",45,3,0.9,1.2,30.0613,22.5321,7.5292
20,3,"CRM","crm_level",45,3,0,0.3,51.3664,43.0006,8.3658
20,3,"CRM","crm_level",45,3,0.3,0.6,43.0006,36.029,6.9716
20,3,"CRM","crm_level",45,3,0.6,0.9,36.029,30.1729,5.8561
20,3,"CRM","crm_level",45,3,0.9,1.2,30.1729,22.9225,7.2504
20,3,"CRM","crm_level",45,3,1.2,1.5,22.9225,17.2337,5.6888
20,3,"CRM","crm_alpha_crm",45,3,0,0.3,54.5151,47.7703,6.7448
20,3,"CRM","crm_alpha_crm",45,3,0.3,0.6,47.7703,40.9142,6.8561
20,3,"CRM","crm_alpha_crm",45,3,0.9,1.2,37.1237,28.2609,8.8628
20,3,"CRM","crm_alpha_crm",45,3,1.2,1.5,28.2609,23.0769,5.184
20,3,"CRM","crm_cumu_crm",45,3,0,0.3,56.3545,50.7246,5.6299
20,3,"CRM","crm_cumu_crm",45,3,0.3,0.6,50.7246,44.5373,6.1873
20,3,"CRM","crm_cumu_crm",45,3,0.9,1.2,41.0814,36.0647,5.0167
20,3,"CRM","crm_cumu_crm",45,3,1.2,1.5,36.0647,30.1561,5.9086
