"Scenario","True_MTD","Model","Method","CRM_r_model","CFO_Method","Nmax_eff","Cycle_Max","Alpha_low","Alpha_high","MTD_sel_low","MTD_sel_high","Drop_pp"
5,2,"CRM","crm_level","level",NA,30,2,0,1.5,29.6709,21.807,7.8639
5,2,"CRM","crm_random","random",NA,45,3,0,1.2,33.3519,25.7111,7.6408
5,2,"CRM","crm_random","random",NA,30,3,0.6,1.2,34.802,27.1612,7.6408
5,2,"CRM","crm_level","level",NA,30,3,0,1.5,29.5594,21.9743,7.5851
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.5,29.5594,21.9743,7.5851
5,2,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.2,30.2844,22.6994,7.585
5,2,"CRM","crm_level","level",NA,30,2,0.6,1.2,32.2365,24.7072,7.5293
5,2,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.2,30.7306,23.3129,7.4177
5,2,"CRM","crm_fixed","fixed",NA,30,3,0,1.2,30.7306,23.4244,7.3062
5,2,"CRM","crm_level","level",NA,45,3,0.6,1.2,35.304,27.9978,7.3062
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.5,27.5516,20.3569,7.1947
5,2,"CRM","crm_random","random",NA,30,2,0.9,1.5,27.9978,20.8589,7.1389
5,2,"CRM","crm_fixed","fixed",NA,45,2,1.2,1.5,22.6994,15.5605,7.1389
5,2,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.2,19.2973,12.1584,7.1389
5,2,"CRM","crm_level","level",NA,30,2,0.3,1.2,31.7345,24.7072,7.0273
5,2,"CRM","crm_level","level",NA,45,3,1.2,1.5,27.9978,21.0262,6.9716
5,2,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.9,34.7462,27.8862,6.86
5,2,"CRM","crm_level","level",NA,45,2,0.6,1.2,33.3519,26.6592,6.6927
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.9,1.5,26.9939,20.3569,6.637
5,2,"CRM","crm_random","random",NA,30,3,0.9,1.5,30.0613,23.4244,6.6369
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.9,1.5,28.5555,21.9743,6.5812
5,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.9,37.2002,30.7306,6.4696
5,2,"CRM","crm_random","random",NA,30,3,0,1.5,29.894,23.4244,6.4696
5,2,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.9,33.3519,27.1054,6.2465
5,2,"CRM","crm_level","level",NA,30,3,0.6,1.2,33.9096,27.6631,6.2465
5,2,"CRM","crm_random","random",NA,45,2,0.9,1.2,30.1729,24.1495,6.0234
5,2,"CRM","crm_level","level",NA,45,2,1.2,1.5,26.6592,20.6358,6.0234
5,2,"CRM","crm_fixed","fixed",NA,30,3,0.6,0.9,33.8539,27.8862,5.9677
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,1.2,1.5,25.7669,19.855,5.9119
5,2,"CRM","crm_level","level",NA,45,2,0.9,1.2,32.5153,26.6592,5.8561
5,2,"CRM","crm_random","random",NA,30,2,0.6,1.2,31.9018,26.0457,5.8561
5,2,"CRM","crm_random","random",NA,45,3,0.9,1.2,31.5672,25.7111,5.8561
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.2,32.4596,26.6592,5.8004
5,2,"CRM","crm_random","random",NA,30,3,0.3,1.2,32.9615,27.1612,5.8003
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.2,33.1288,27.3285,5.8003
5,2,"CRM","crm_level","level",NA,30,3,1.2,1.5,27.6631,21.9743,5.6888
5,2,"CRM","crm_level","level",NA,45,2,0,1.2,32.348,26.6592,5.6888
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.2,30.6191,24.9861,5.633
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,1.2,1.5,27.3285,21.7513,5.5772
5,2,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.9,35.6944,30.2844,5.41
5,2,"CRM","crm_fixed","fixed",NA,30,2,1.2,1.5,23.034,17.6241,5.4099
5,2,"CRM","crm_fixed","fixed",NA,30,3,1.2,1.5,23.4244,18.0145,5.4099
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.2,32.6827,27.3285,5.3542
5,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,31.0653,25.7669,5.2984
5,2,"CRM","crm_random","random",NA,45,3,1.2,1.5,25.7111,20.4685,5.2426
5,2,"CRM","crm_random","random",NA,30,2,1.2,1.5,26.0457,20.8589,5.1868
5,2,"CRM","crm_level","level",NA,30,2,0.9,1.2,29.894,24.7072,5.1868
5,2,"CRM","crm_random","random",NA,45,2,0.3,0.9,35.304,30.1729,5.1311
5,2,"CRM","crm_fixed","fixed",NA,30,2,0.6,0.9,32.2365,27.1054,5.1311
5,2,"CRM","crm_level","level",NA,30,3,0.3,1.2,32.7384,27.6631,5.0753
6,2,"CRM","crm_fixed","fixed",NA,45,3,0,1.5,50.976,9.5371,41.4389
6,2,"CRM","crm_fixed","fixed",NA,45,2,0,1.5,50.4741,11.4891,38.985
6,2,"CRM","crm_random","random",NA,45,3,0,1.5,51.1991,14.7239,36.4752
6,2,"CRM","crm_level","level",NA,45,3,0,1.5,50.8087,14.6682,36.1405
6,2,"CRM","crm_random","random",NA,45,2,0,1.5,51.5895,15.9509,35.6386
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.5,52.0357,16.7875,35.2482
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.5,51.5895,17.0106,34.5789
6,2,"CRM","crm_level","level",NA,45,2,0,1.5,51.0318,16.5086,34.5232
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.5,43.2794,9.5371,33.7423
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.5,45.0641,11.4891,33.575
6,2,"CRM","crm_fixed","fixed",NA,45,3,0,1.2,50.976,18.126,32.85
6,2,"CRM","crm_fixed","fixed",NA,45,2,0,1.2,50.4741,19.4646,31.0095
6,2,"CRM","crm_fixed","fixed",NA,30,3,0,1.5,44.7295,13.7758,30.9537
6,2,"CRM","crm_level","level",NA,45,3,0,1.2,50.8087,19.9108,30.8979
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.5,47.9085,17.0106,30.8979
6,2,"CRM","crm_random","random",NA,45,3,0.3,1.5,44.7853,14.7239,30.0614
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.5,46.8489,16.7875,30.0614
6,2,"CRM","crm_level","level",NA,45,3,0.3,1.5,44.3949,14.6682,29.7267
6,2,"CRM","crm_fixed","fixed",NA,30,2,0,1.5,44.7853,15.1143,29.671
6,2,"CRM","crm_random","random",NA,45,2,0.3,1.5,45.343,15.9509,29.3921
6,2,"CRM","crm_random","random",NA,45,3,0,1.2,51.1991,21.9186,29.2805
6,2,"CRM","crm_level","level",NA,45,2,0,1.2,51.0318,22.6436,28.3882
6,2,"CRM","crm_level","level",NA,45,2,0.3,1.5,44.7295,16.5086,28.2209
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,1.2,52.0357,23.9264,28.1093
6,2,"CRM","crm_random","random",NA,45,2,0,1.2,51.5895,24.5399,27.0496
6,2,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.5,40.6581,13.7758,26.8823
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,1.2,51.5895,24.763,26.8265
6,2,"CRM","crm_level","level",NA,30,3,0,1.5,46.0123,19.4088,26.6035
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.3,1.2,45.0641,19.4646,25.5995
6,2,"CRM","crm_random","random",NA,30,2,0,1.5,45.6219,20.1339,25.488
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.3,1.5,40.5466,15.1143,25.4323
6,2,"CRM","crm_level","level",NA,30,2,0,1.5,45.0084,19.855,25.1534
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,1.2,43.2794,18.126,25.1534
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.5,36.1963,11.4891,24.7072
6,2,"CRM","crm_fixed","fixed",NA,45,3,0,0.9,50.976,26.3246,24.6514
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.5,32.2365,7.6408,24.5957
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.5,34.077,9.5371,24.5399
6,2,"CRM","crm_level","level",NA,45,3,0.3,1.2,44.3949,19.9108,24.4841
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.5,32.6269,8.1428,24.4841
6,2,"CRM","crm_random","random",NA,30,3,0,1.5,43.8929,19.9108,23.9821
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.5,44.6737,20.7474,23.9263
6,2,"CRM","crm_fixed","fixed",NA,45,2,0,0.9,50.4741,26.8265,23.6476
6,2,"CRM","crm_fixed","fixed",NA,30,3,0,1.2,44.7295,21.1378,23.5917
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.5,40.435,17.0106,23.4244
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,1.2,47.9085,24.763,23.1455
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,1.2,46.8489,23.9264,22.9225
6,2,"CRM","crm_random","random",NA,45,3,0.3,1.2,44.7853,21.9186,22.8667
6,2,"CRM","crm_fixed","fixed",NA,30,2,0,1.2,44.7853,21.9743,22.811
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.5,30.4518,7.6408,22.811
6,2,"CRM","crm_random","random",NA,45,3,0.6,1.5,37.1445,14.7239,22.4206
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.5,30.3402,8.1428,22.1974
6,2,"CRM","crm_level","level",NA,45,2,0.3,1.2,44.7295,22.6436,22.0859
6,2,"CRM","crm_random","random",NA,45,2,0.6,1.5,38.0368,15.9509,22.0859
6,2,"CRM","crm_level","level",NA,45,2,0.6,1.5,38.5388,16.5086,22.0302
6,2,"CRM","crm_level","level",NA,45,3,0.6,1.5,36.6983,14.6682,22.0301
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.5,38.6503,16.7875,21.8628
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,1.5,43.0006,21.2493,21.7513
6,2,"CRM","crm_random","random",NA,45,2,0,0.9,51.5895,29.894,21.6955
6,2,"CRM","crm_random","random",NA,45,3,0,0.9,51.1991,29.8383,21.3608
6,2,"CRM","crm_random","random",NA,30,2,0.3,1.5,41.2158,20.1339,21.0819
6,2,"CRM","crm_level","level",NA,30,2,0.3,1.5,40.8254,19.855,20.9704
6,2,"CRM","crm_level","level",NA,45,3,0,0.9,50.8087,29.9498,20.8589
6,2,"CRM","crm_random","random",NA,45,2,0.3,1.2,45.343,24.5399,20.8031
6,2,"CRM","crm_level","level",NA,45,2,0,0.9,51.0318,30.4518,20.58
6,2,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.5,34.2443,13.7758,20.4685
6,2,"CRM","crm_level","level",NA,30,3,0.3,1.5,39.8215,19.4088,20.4127
6,2,"CRM","crm_level","level",NA,30,3,0,1.2,46.0123,25.6553,20.357
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.5,40.9927,20.7474,20.2453
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.5,35.2482,15.1143,20.1339
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.5,58.2264,38.0926,20.1338
6,2,"CRM","crm_random","random",NA,30,2,0,1.2,45.6219,25.5438,20.0781
6,2,"CRM","crm_random","random",NA,30,3,0.3,1.5,39.8215,19.9108,19.9107
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,1.5,58.6168,38.7061,19.9107
6,2,"CRM","crm_level","level",NA,30,2,0,1.2,45.0084,25.1534,19.855
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.3,1.2,32.2365,12.6046,19.6319
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.3,1.2,32.6269,13.1065,19.5204
6,2,"CRM","crm_fixed","fixed",NA,30,3,0.3,1.2,40.6581,21.1378,19.5203
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.5,57.4456,38.0926,19.353
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.9,52.0357,32.7384,19.2973
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.5,40.5466,21.2493,19.2973
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.9,51.5895,32.348,19.2415
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.3,1.2,40.5466,21.9743,18.5723
6,2,"CRM","crm_level","level",NA,30,3,0.6,1.5,37.9253,19.4088,18.5165
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.9,45.0641,26.8265,18.2376
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,1.5,56.9437,38.7061,18.2376
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,1.2,44.6737,26.7708,17.9029
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.6,1.2,30.4518,12.6046,17.8472
6,2,"CRM","crm_random","random",NA,30,3,0,1.2,43.8929,26.0457,17.8472
6,2,"CRM","crm_random","random",NA,30,3,0.6,1.5,37.7022,19.9108,17.7914
6,2,"CRM","crm_random","random",NA,30,2,0.6,1.5,37.7579,20.1339,17.624
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.5,38.1484,20.7474,17.401
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.5,38.5388,21.2493,17.2895
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.6,1.2,30.3402,13.1065,17.2337
6,2,"CRM","crm_level","level",NA,30,2,0.6,1.5,37.0329,19.855,17.1779
6,2,"CRM","crm_fixed","fixed",NA,30,3,0,0.9,44.7295,27.6074,17.1221
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.9,43.2794,26.3246,16.9548
6,2,"CRM","crm_fixed","fixed",NA,45,3,0,0.6,50.976,34.077,16.899
6,2,"CRM","crm_level","level",NA,45,3,0.6,1.2,36.6983,19.9108,16.7875
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.5,26.3246,9.5371,16.7875
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.6,1.2,36.1963,19.4646,16.7317
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.5,54.6012,38.0926,16.5086
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.3,0.9,32.2365,16.2298,16.0067
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.6,1.2,34.077,18.126,15.951
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.5,32.7384,16.7875,15.9509
6,2,"CRM","crm_level","level",NA,45,2,0.6,1.2,38.5388,22.6436,15.8952
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,1.2,43.0006,27.217,15.7836
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.5,54.3781,38.7061,15.672
6,2,"CRM","crm_random","random",NA,30,2,0.3,1.2,41.2158,25.5438,15.672
6,2,"CRM","crm_level","level",NA,30,2,0.3,1.2,40.8254,25.1534,15.672
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,1.2,40.435,24.763,15.672
6,2,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.5,23.3687,7.7524,15.6163
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,0.9,47.9085,32.348,15.5605
6,2,"CRM","crm_random","random",NA,45,2,0.3,0.9,45.343,29.894,15.449
6,2,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.5,23.4244,8.087,15.3374
6,2,"CRM","crm_fixed","fixed",NA,30,2,0,0.9,44.7853,29.4479,15.3374
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.9,1.5,26.8265,11.4891,15.3374
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.5,32.348,17.0106,15.3374
6,2,"CRM","crm_level","level",NA,45,3,0.9,1.5,29.9498,14.6682,15.2816
6,2,"CRM","crm_random","random",NA,45,3,0.6,1.2,37.1445,21.9186,15.2259
6,2,"CRM","crm_random","random",NA,45,3,0.9,1.5,29.8383,14.7239,15.1144
6,2,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.5,22.8667,7.7524,15.1143
6,2,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.5,23.2013,8.087,15.1143
6,2,"CRM","crm_random","random",NA,45,3,0.3,0.9,44.7853,29.8383,14.947
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.3,0.9,32.6269,17.8472,14.7797
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.6,1.2,38.6503,23.9264,14.7239
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,1.2,58.6168,44.0045,14.6123
6,2,"CRM","crm_level","level",NA,45,3,0.3,0.9,44.3949,29.9498,14.4451
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.5,29.4479,15.1143,14.3336
6,2,"CRM","crm_level","level",NA,30,3,0.9,1.5,33.6866,19.4088,14.2778
6,2,"CRM","crm_fixed","fixed",NA,45,2,0,0.6,50.4741,36.1963,14.2778
6,2,"CRM","crm_level","level",NA,45,2,0.3,0.9,44.7295,30.4518,14.2777
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.6,0.9,30.4518,16.2298,14.222
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.3,1.2,40.9927,26.7708,14.2219
6,2,"CRM","crm_level","level",NA,30,3,0.3,1.2,39.8215,25.6553,14.1662
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,0.9,46.8489,32.7384,14.1105
6,2,"CRM","crm_level","level",NA,45,3,0,0.6,50.8087,36.6983,14.1104
6,2,"CRM","crm_random","random",NA,45,3,0,0.6,51.1991,37.1445,14.0546
6,2,"CRM","crm_level","level",NA,45,2,0.9,1.5,30.4518,16.5086,13.9432
6,2,"CRM","crm_random","random",NA,45,2,0.9,1.5,29.894,15.9509,13.9431
6,2,"CRM","crm_fixed","fixed",NA,30,3,0.9,1.5,27.6074,13.7758,13.8316
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,1.2,58.2264,44.3949,13.8315
6,2,"CRM","crm_random","random",NA,30,3,0.3,1.2,39.8215,26.0457,13.7758
6,2,"CRM","crm_random","random",NA,45,2,0,0.6,51.5895,38.0368,13.5527
6,2,"CRM","crm_random","random",NA,45,2,0.6,1.2,38.0368,24.5399,13.4969
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0,0.6,52.0357,38.6503,13.3854
6,2,"CRM","crm_level","level",NA,30,2,0.9,1.5,33.1846,19.855,13.3296
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.3,1.2,40.5466,27.217,13.3296
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.6,1.2,35.2482,21.9743,13.2739
6,2,"CRM","crm_fixed","fixed",NA,30,3,0.6,1.2,34.2443,21.1378,13.1065
6,2,"CRM","crm_fixed","fixed",NA,30,3,0.3,0.9,40.6581,27.6074,13.0507
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,1.2,57.4456,44.3949,13.0507
6,2,"CRM","crm_random","random",NA,30,2,0,0.9,45.6219,32.6827,12.9392
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,1.2,56.9437,44.0045,12.9392
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.9,1.5,33.6308,20.7474,12.8834
6,2,"CRM","crm_random","random",NA,30,3,0,0.9,43.8929,31.0095,12.8834
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.9,1.5,34.077,21.2493,12.8277
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.5,53.3742,40.6023,12.7719
6,2,"CRM","crm_random","random",NA,30,2,0.9,1.5,32.6827,20.1339,12.5488
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.6,0.9,30.3402,17.8472,12.493
6,2,"CRM","crm_level","level",NA,45,2,0,0.6,51.0318,38.5388,12.493
6,2,"CRM","crm_level","level",NA,30,3,0,0.9,46.0123,33.6866,12.3257
6,2,"CRM","crm_level","level",NA,30,3,0.6,1.2,37.9253,25.6553,12.27
6,2,"CRM","crm_random","random",NA,30,2,0.6,1.2,37.7579,25.5438,12.2141
6,2,"CRM","crm_level","level",NA,30,2,0.6,1.2,37.0329,25.1534,11.8795
6,2,"CRM","crm_level","level",NA,30,2,0,0.9,45.0084,33.1846,11.8238
6,2,"CRM","crm_random","random",NA,30,3,0.6,1.2,37.7022,26.0457,11.6565
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.9,1.5,49.5817,38.0926,11.4891
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0.6,1.2,38.1484,26.7708,11.3776
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0.6,1.2,38.5388,27.217,11.3218
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0,0.6,51.5895,40.435,11.1545
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0,1.5,51.7011,40.6023,11.0988
6,2,"CRM","crm_random","random",NA,30,3,0.9,1.5,31.0095,19.9108,11.0987
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.3,0.9,40.5466,29.4479,11.0987
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,2,0,0.9,44.6737,33.6308,11.0429
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.6,1.5,51.5895,40.6023,10.9872
6,2,"CFO","cfo_pride",NA,"pride",45,2,0.3,1.2,23.3687,12.493,10.8757
6,2,"CRM","crm_fixed","fixed",NA,30,3,0,0.6,44.7295,34.2443,10.4852
6,2,"CFO","cfo_pride",NA,"pride",45,2,0.6,1.2,22.8667,12.493,10.3737
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.6,1.2,54.3781,44.0045,10.3736
6,2,"CFO","cfo_pride",NA,"pride",30,2,0.3,1.2,23.4244,13.0508,10.3736
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.9,1.5,48.9682,38.7061,10.2621
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.6,1.2,54.6012,44.3949,10.2063
6,2,"CFO","cfo_pride",NA,"pride",30,2,0.6,1.2,23.2013,13.0508,10.1505
6,2,"CRM","crm_level","level",NA,45,3,0.9,1.2,29.9498,19.9108,10.039
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.3,1.5,50.9202,40.9927,9.9275
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.9,1.5,50.3625,40.6023,9.7602
6,2,"CFO","cfo_pride",NA,"pride",30,3,0.9,1.5,17.8472,8.1428,9.7044
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0,0.9,58.6168,48.9682,9.64859999999999
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.6,1.5,50.5856,40.9927,9.5929
6,2,"CRM","crm_fixed","fixed",NA,30,2,0,0.6,44.7853,35.2482,9.5371
6,2,"CFO","cfo_pride",NA,"pride",30,2,0.9,1.5,17.6241,8.087,9.5371
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.6,0.9,36.1963,26.8265,9.3698
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.3,0.6,43.2794,34.077,9.2024
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,30,3,0,0.9,43.0006,34.077,8.9236
6,2,"CRM","crm_fixed","fixed",NA,45,2,0.3,0.6,45.0641,36.1963,8.8678
6,2,"CRM","crm_random","random",NA,30,3,0.3,0.9,39.8215,31.0095,8.812
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.9,1.2,32.7384,23.9264,8.812
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0,1.5,49.749,40.9927,8.7563
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0,0.9,58.2264,49.5817,8.6447
6,2,"CFO","cfo_pride",NA,"pride",45,3,0.9,1.5,16.2298,7.6408,8.589
6,2,"CRM","crm_random","random",NA,45,2,1.2,1.5,24.5399,15.9509,8.589
6,2,"CRM","crm_fixed","fixed",NA,45,3,1.2,1.5,18.126,9.5371,8.5889
6,2,"CFO","cfo_pride",NA,"pride",45,2,0.9,1.5,16.2856,7.7524,8.5332
6,2,"CRM","crm_random","random",NA,30,2,0.3,0.9,41.2158,32.6827,8.5331
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,2,0.9,1.5,49.3586,40.9927,8.3659
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.9,1.2,26.3246,18.126,8.1986
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,3,0.3,0.6,46.8489,38.6503,8.1986
6,2,"CRM","crm_random","random",NA,45,2,0.6,0.9,38.0368,29.894,8.1428
6,2,"CRM","crm_level","level",NA,30,3,0,0.6,46.0123,37.9253,8.087
6,2,"CRM","crm_level","level",NA,45,2,0.6,0.9,38.5388,30.4518,8.087
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.6,0.9,40.435,32.348,8.087
6,2,"CRM","crm_level","level",NA,30,3,0.9,1.2,33.6866,25.6553,8.0313
6,2,"CRM","crm_level","level",NA,30,2,0.9,1.2,33.1846,25.1534,8.0312
6,2,"CRM","crm_level","level",NA,30,2,0,0.6,45.0084,37.0329,7.9755
6,2,"CRM","crm_fixed","fixed",NA,45,2,1.2,1.5,19.4646,11.4891,7.9755
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,2,0.3,0.9,56.9437,48.9682,7.9755
6,2,"CRM","crm_random","random",NA,45,3,0.9,1.2,29.8383,21.9186,7.9197
6,2,"CRM","crm_random","random",NA,30,2,0,0.6,45.6219,37.7579,7.864
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,30,3,0.3,1.2,53.3742,45.5103,7.8639
6,2,"CRM","crm_cumu_crm","cumu_crm",NA,45,3,0.3,0.9,57.4456,49.5817,7.8639
6,2,"CRM","crm_level","level",NA,45,2,0.9,1.2,30.4518,22.6436,7.8082
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,1.2,1.5,24.763,17.0106,7.7524
6,2,"CRM","crm_fixed","fixed",NA,45,3,0.6,0.9,34.077,26.3246,7.7524
6,2,"CRM","crm_fixed","fixed",NA,45,3,0,0.3,50.976,43.2794,7.6966
6,2,"CRM","crm_level","level",NA,45,3,0.3,0.6,44.3949,36.6983,7.6966
6,2,"CRM","crm_level","level",NA,30,2,0.3,0.9,40.8254,33.1846,7.6408
6,2,"CRM","crm_random","random",NA,45,3,0.3,0.6,44.7853,37.1445,7.6408
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.9,1.2,32.348,24.763,7.585
6,2,"CRM","crm_fixed","fixed",NA,30,2,0.9,1.2,29.4479,21.9743,7.4736
6,2,"CFO","cfo_pride",NA,"pride",30,2,0,1.5,15.5605,8.087,7.4735
6,2,"CRM","crm_alpha_crm","alpha_crm",NA,45,2,0.3,0.6,47.9085,40.435,7.47349999999999
6,2,"CFO","cfo_pride",NA,"pride",45,3,0,1.5,15.0586,7.6408,7.4178
