"Task_ID","Scenario","Source_Scenario","Scenario_Group","Attempt","Allocation","Stage2_Allocation","Model_ID","Carryover_Model","Efficacy_Model","Nmax","N_s1","N_s2","n_eval","Cycle_Max","Arrival_Rate","T_assess","True_MTD","True_OBD","Target_Toxicity","Utility_Type","Lambda_T","Dose","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","True_DLT_rate","True_Efficacy_rate","Estimated_CRM_pj","Estimated_Efficacy","Estimated_Utility","Carryover_Mean","MTD_Selection_pct","OBD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Duration","Early_Stop_pct","ntrial"
12,38,38,"user_added",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,4,0,0,0.15,0.15,0.191427625313703,0.222295343508305,45.6543601525891,0.117895072309971,19.6,9.2,5.37,4.059,2.271,29.817,18.473,1122.97300143839,1.5,1000
12,38,38,"user_added",1,"two_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,6,30,3,2,0.0178571428571429,28,5,5,0.3,3,1,5,0,0,0.3,0.5,0.277142108588379,0.467841449844854,56.9596559037232,0.117895072309971,68,53.6,9.054,7.26,2.611,29.817,18.473,1122.97300143839,1.5,1000
13,1,1,"base_example",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,1,0,0,0.3,0.05,0.33401692627452,0.0820849246338216,31.5379961885845,0.124073592729854,57.2,18.6,11.454,7.748,3.973,19.425,12.321,706.872887264968,67.5,1000
13,1,1,"base_example",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,2,0,0,0.35,0.06,0.387327391631799,0.255096565728607,39.7912583392207,0.124073592729854,17.8,8.4,4.659,3.604,1.895,19.425,12.321,706.872887264968,67.5,1000
13,1,1,"base_example",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,3,0,0,0.4,0.07,0.482137357684227,0.373239901738346,43.0961159921983,0.124073592729854,8.8,1.8,2.088,1.621,0.78,19.425,12.321,706.872887264968,67.5,1000
13,1,1,"base_example",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,4,0,0,0.45,0.08,0.525722894403968,0.440771920894419,45.4116747490306,0.124073592729854,3.9,0.5,0.909,0.728,0.35,19.425,12.321,706.872887264968,67.5,1000
13,1,1,"base_example",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,1,1,0.3,3,1,5,0,0,0.5,0.09,0.60787070879294,0.47933451892306,44.4408270963493,0.124073592729854,1.1,0,0.315,0.255,0.106,19.425,12.321,706.872887264968,67.5,1000
14,16,1,"five_scenarios_txt",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,1,0,0,0.02,0.2,0.0391318961162507,0.1925565789664,49.9487029570913,0.118633434728502,0,29.1,7.014,4.98,2.491,29.997,17.959,1081.48105617155,0.1,1000
14,16,1,"five_scenarios_txt",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,2,0,0,0.06,0.2,0.0599298614837025,0.194996547905035,49.2648301834374,0.118633434728502,0.2,23.4,6.723,5.129,2.904,29.997,17.959,1081.48105617155,0.1,1000
14,16,1,"five_scenarios_txt",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,3,0,0,0.09,0.2,0.1124380361344,0.206807837027385,47.8775468683525,0.118633434728502,0.6,19.3,5.883,4.563,2.469,29.997,17.959,1081.48105617155,0.1,1000
14,16,1,"five_scenarios_txt",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,4,0,0,0.14,0.2,0.144266138233905,0.211959838452609,46.9149986088538,0.118633434728502,10.3,15.3,5.709,4.461,2.359,29.997,17.959,1081.48105617155,0.1,1000
14,16,1,"five_scenarios_txt",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,5,1,0.3,3,1,5,0,0,0.26,0.2,0.219619133358724,0.253677581667159,46.4123990813444,0.118633434728502,88.9,12.8,4.668,3.74,1.815,29.997,17.959,1081.48105617155,0.1,1000
15,20,5,"five_scenarios_txt",1,"one_stage","highest_utility","additive_shared","additive_shared","previous_dose_additive",30,30,30,3,2,0.0178571428571429,28,3,2,0.3,3,1,1,0,0,0.07,0.05,0.136382382757779,0.121640269660744,41.812848991859,0.120686807532736,2,11.6,5.115,3.48,1.787,29.577,18.802,1102.9614659047,2.5,1000
