"Task_ID","Scenario","Allocation","Model_ID","Utility_Type","Lambda_T","Toxicity_IPDE_Alpha","Efficacy_IPDE_Alpha","Arrival_Rate"
177,29,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
178,30,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
179,31,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
180,32,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
181,33,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
182,34,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
183,35,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
184,36,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
185,37,"two_stage","additive_shared",3,1,0,0,0.0178571428571429
186,1,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
187,2,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
188,3,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
189,4,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
190,5,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
191,6,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
192,7,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
193,8,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
194,9,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
195,10,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
196,11,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
197,12,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
198,13,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
199,14,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
200,15,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
201,16,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
202,17,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
203,18,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
204,19,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
205,20,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
206,21,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
207,22,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
208,23,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
209,24,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
210,25,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
211,26,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
212,27,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
213,28,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
214,29,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
215,30,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
216,31,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
217,32,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
218,33,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
219,34,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
220,35,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
221,36,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
222,37,"one_stage","additive_shared",3,1,0,0,0.0178571428571429
223,1,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
224,2,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
225,3,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
226,4,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
227,5,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
228,6,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
229,7,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
230,8,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
231,9,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
232,10,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
233,11,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
234,12,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
235,13,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
236,14,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
237,15,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
238,16,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
239,17,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
240,18,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
241,19,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
242,20,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
243,21,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
244,22,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
245,23,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
246,24,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
247,25,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
248,26,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
249,27,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
250,28,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
251,29,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
252,30,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
253,31,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
254,32,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
255,33,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
256,34,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
257,35,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
258,36,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
259,37,"two_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
260,1,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
261,2,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
262,3,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
263,4,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
264,5,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
265,6,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
266,7,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
267,8,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
268,9,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
269,10,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
270,11,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
271,12,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
272,13,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
273,14,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
274,15,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
275,16,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
276,17,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
277,18,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
278,19,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
279,20,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
280,21,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
281,22,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
282,23,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
283,24,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
284,25,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
285,26,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
286,27,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
287,28,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
288,29,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
289,30,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
290,31,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
291,32,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
292,33,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
293,34,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
294,35,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
295,36,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
296,37,"one_stage","additive_dose_specific",3,1,0,0,0.0178571428571429
297,1,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
298,2,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
299,3,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
300,4,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
301,5,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
302,6,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
303,7,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
304,8,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
305,9,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
306,10,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
307,11,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
308,12,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
309,13,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
310,14,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
311,15,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
312,16,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
313,17,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
314,18,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
315,19,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
316,20,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
317,21,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
318,22,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
319,23,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
320,24,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
321,25,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
322,26,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
323,27,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
324,28,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
325,29,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
326,30,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
327,31,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
328,32,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
329,33,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
330,34,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
331,35,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
332,36,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
333,37,"two_stage","additive_shared",2,0.3,0,0,0.0357142857142857
334,1,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
335,2,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
336,3,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
337,4,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
338,5,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
339,6,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
340,7,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
341,8,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
342,9,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
343,10,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
344,11,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
345,12,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
346,13,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
347,14,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
348,15,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
349,16,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
350,17,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
351,18,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
352,19,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
353,20,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
354,21,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
355,22,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
356,23,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
357,24,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
358,25,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
359,26,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
360,27,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
361,28,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
362,29,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
363,30,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
364,31,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
365,32,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
366,33,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
367,34,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
368,35,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
369,36,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
370,37,"one_stage","additive_shared",2,0.3,0,0,0.0357142857142857
371,1,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
372,2,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
373,3,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
374,4,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
375,5,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
376,6,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
377,7,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
378,8,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
379,9,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
380,10,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
381,11,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
382,12,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
383,13,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
384,14,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
385,15,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
386,16,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
387,17,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
388,18,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
389,19,"two_stage","additive_dose_specific",2,0.3,0,0,0.0357142857142857
