"Plot_Alpha","Source_Alpha","Gap","Display_Method","Model","CRM_r_model","CFO_Method","Metric","Raw_Value","Plot_Value","Nmax_eff","n_scenarios_found","n_scenarios_paired_with_oracle"
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","Average MTD allocation",13.3875,44.625,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average MTD allocation",12.8756,42.9186666666667,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"Average overdose selection %",8.9031,8.9031,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"Average overdose selection %",13.7115,13.7115,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"Average overdose selection %",25.333,25.333,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"Average overdose selection %",14.8028,14.8028,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average overdose selection %",25.2668,25.2668,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"Average overdose selection %",10.0213,10.0213,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"Average overdose selection %",15.2648,15.2648,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"Average overdose selection %",23.8041,23.8041,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"Average overdose selection %",15.3173,15.3173,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average overdose selection %",23.819,23.819,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"Average overdose selection %",10.4353,10.4353,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"Average overdose selection %",15.2305,15.2305,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"Average overdose selection %",20.2774,20.2774,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"Average overdose selection %",14.9213,14.9213,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","Average overdose selection %",11.1394,11.1394,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average overdose selection %",20.7364,20.7364,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"Average overdose allocation",3.0317,10.1056666666667,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"Average overdose allocation",4.0246,13.4153333333333,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"Average overdose allocation",6.5908,21.9693333333333,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"Average overdose allocation",4.4259,14.753,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average overdose allocation",6.0891,20.297,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"Average overdose allocation",3.7361,12.4536666666667,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"Average overdose allocation",4.9343,16.4476666666667,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"Average overdose allocation",7.0171,23.3903333333333,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"Average overdose allocation",5.1421,17.1403333333333,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average overdose allocation",6.5258,21.7526666666667,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"Average overdose allocation",4.3232,14.4106666666667,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"Average overdose allocation",5.539,18.4633333333333,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"Average overdose allocation",6.9482,23.1606666666667,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"Average overdose allocation",5.597,18.6566666666667,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","Average overdose allocation",6.7413,22.471,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average overdose allocation",6.5784,21.928,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"Average total unique patients",22.1535,22.1535,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"Average total unique patients",22.0121,22.0121,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"Average total unique patients",22.4061,22.4061,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"Average total unique patients",21.7749,21.7749,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average total unique patients",21.9033,21.9033,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"Average total unique patients",21.9899,21.9899,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"Average total unique patients",22.0548,22.0548,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"Average total unique patients",22.5928,22.5928,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"Average total unique patients",21.8117,21.8117,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average total unique patients",22.0211,22.0211,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"Average total unique patients",22.1518,22.1518,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"Average total unique patients",22.2584,22.2584,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"Average total unique patients",22.7996,22.7996,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"Average total unique patients",22.0089,22.0089,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","Average total unique patients",23.3926,23.3926,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average total unique patients",22.218,22.218,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"Average trial duration",1215.0402,173.577171428571,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"Average trial duration",1207.1968,172.456685714286,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"Average trial duration",1229.0204,175.574342857143,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"Average trial duration",1193.8857,170.5551,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average trial duration",1201.1582,171.594028571429,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"Average trial duration",1205.9559,172.279414285714,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"Average trial duration",1209.5542,172.793457142857,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"Average trial duration",1239.5874,177.083914285714,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"Average trial duration",1195.9743,170.853471428571,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average trial duration",1207.7772,172.5396,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"Average trial duration",1215.1872,173.598171428571,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"Average trial duration",1221.0987,174.442671428571,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"Average trial duration",1251.3897,178.769957142857,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"Average trial duration",1207.1859,172.455128571429,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","Average trial duration",1284.834,183.547714285714,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Average trial duration",1218.9829,174.140414285714,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"MCSE of MTD selection %",0.0422,0.0422,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"MCSE of MTD selection %",0.0446,0.0446,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"MCSE of MTD selection %",0.047,0.047,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"MCSE of MTD selection %",0.0446,0.0446,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"MCSE of MTD selection %",0.0463,0.0463,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"MCSE of MTD selection %",0.0474,0.0474,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"MCSE of MTD selection %",0.0492,0.0492,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"MCSE of MTD selection %",0.0475,0.0475,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"MCSE of MTD selection %",0.0479,0.0479,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"MCSE of MTD selection %",0.0476,0.0476,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"MCSE of MTD selection %",0.0464,0.0464,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"MCSE of MTD selection %",0.0459,0.0459,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"MCSE of MTD selection %",0.0458,0.0458,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"MCSE of MTD selection %",0.0468,0.0468,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","MCSE of MTD selection %",0.047,0.047,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"MCSE of MTD selection %",0.0464,0.0464,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"Mean paired MTD selection difference vs oracle %",-3.5532,-3.5532,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"Mean paired MTD selection difference vs oracle %",-1.2823,-1.2823,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"Mean paired MTD selection difference vs oracle %",3.3869,3.3869,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"Mean paired MTD selection difference vs oracle %",-1.7893,-1.7893,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Mean paired MTD selection difference vs oracle %",0,0,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"Mean paired MTD selection difference vs oracle %",-0.9926,-0.9926,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"Mean paired MTD selection difference vs oracle %",0.9495,0.9495,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"Mean paired MTD selection difference vs oracle %",3.5433,3.5433,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"Mean paired MTD selection difference vs oracle %",-0.7579,-0.7579,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Mean paired MTD selection difference vs oracle %",0,0,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"Mean paired MTD selection difference vs oracle %",1.294,1.294,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"Mean paired MTD selection difference vs oracle %",1.3937,1.3937,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"Mean paired MTD selection difference vs oracle %",3.6614,3.6614,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"Mean paired MTD selection difference vs oracle %",-0.5402,-0.5402,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","Mean paired MTD selection difference vs oracle %",2.3212,2.3212,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"Mean paired MTD selection difference vs oracle %",0,0,30,9980,9980
0.9,0.9,"0.05","CRM","CRM","r_fixed",NA,"SD paired MTD selection difference vs oracle %",14.9905,14.9905,30,10000,10000
0.9,0.9,"0.05","Alpha-CRM","CRM","alpha_crm",NA,"SD paired MTD selection difference vs oracle %",9.79,9.79,30,10000,10000
0.9,0.9,"0.05","IPCRM","CRM","cumu_crm",NA,"SD paired MTD selection difference vs oracle %",6.4062,6.4062,30,10000,10000
0.9,0.9,"0.05","Discount CRM","CRM","random",NA,"SD paired MTD selection difference vs oracle %",10.1031,10.1031,30,10000,10000
0.9,0,"0.05","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"SD paired MTD selection difference vs oracle %",0,0,30,10000,10000
0.9,0.9,"0.10","CRM","CRM","r_fixed",NA,"SD paired MTD selection difference vs oracle %",12.2091,12.2091,30,10000,10000
0.9,0.9,"0.10","Alpha-CRM","CRM","alpha_crm",NA,"SD paired MTD selection difference vs oracle %",7.516,7.516,30,9280,9280
0.9,0.9,"0.10","IPCRM","CRM","cumu_crm",NA,"SD paired MTD selection difference vs oracle %",6.6126,6.6126,30,10000,10000
0.9,0.9,"0.10","Discount CRM","CRM","random",NA,"SD paired MTD selection difference vs oracle %",8.3235,8.3235,30,10000,10000
0.9,0,"0.10","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"SD paired MTD selection difference vs oracle %",0,0,30,10000,10000
0.9,0.9,"0.15","CRM","CRM","r_fixed",NA,"SD paired MTD selection difference vs oracle %",9.8405,9.8405,30,9980,9980
0.9,0.9,"0.15","Alpha-CRM","CRM","alpha_crm",NA,"SD paired MTD selection difference vs oracle %",6.5755,6.5755,30,10000,9980
0.9,0.9,"0.15","IPCRM","CRM","cumu_crm",NA,"SD paired MTD selection difference vs oracle %",6.7127,6.7127,30,10000,9980
0.9,0.9,"0.15","Discount CRM","CRM","random",NA,"SD paired MTD selection difference vs oracle %",7.227,7.227,30,9980,9980
0.9,0.9,"0.15","CFO (PRIDE; gap 0.15)","CFO",NA,"pride","SD paired MTD selection difference vs oracle %",15.8286,15.8286,30,9910,9890
0.9,0,"0.15","Oracle (CRM, alpha = 0)","CRM","r_fixed",NA,"SD paired MTD selection difference vs oracle %",0,0,30,9980,9980
