"dose","true_regular_probability","average_regular_estimate","average_ipde_estimate","scenario","alpha_eff","prior_type","prior_label","a_r","b_r","n_regular","n_ipde","true_ipde_probability"
2,0.35,0.281586773805323,0.335063857895924,"sce1",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.35
3,0.36,0.343979944193008,0.325461650923195,"sce1",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.36
4,0.37,0.325457940486733,0.312056000543079,"sce1",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.37
5,0.38,0.369771608734807,0.352564112829176,"sce1",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.38
1,0.2,0.208103335965482,0.208103335965482,"sce1",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.2
2,0.35,0.362822224181689,0.348663545934106,"sce1",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.35
3,0.36,0.335845193805351,0.374239293334096,"sce1",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.36
4,0.37,0.381518225772992,0.361398141379401,"sce1",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.37
5,0.38,0.365822431450699,0.35264274529835,"sce1",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.38
1,0.2,0.199278442340969,0.199278442340969,"sce1",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.2
2,0.35,0.377657053596109,0.380215270926674,"sce1",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.35
3,0.36,0.382688925705835,0.377164718878038,"sce1",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.36
4,0.37,0.389640101751287,0.371460373600241,"sce1",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.37
5,0.38,0.377077976897876,0.382724583640082,"sce1",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.38
1,0.01,0.00880523651225506,0.00880523651225506,"sce2",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0448586287935996,0.0465074596147692,"sce2",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.05
3,0.3,0.263107109178072,0.283848993152954,"sce2",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.3
4,0.6,0.562880780025715,0.512249482491276,"sce2",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.6
5,0.6,0.508159782794819,0.513137484028426,"sce2",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.6
1,0.01,0.021867701316349,0.021867701316349,"sce2",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0577516406446156,0.0492859201222688,"sce2",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.05
3,0.3,0.265474251228138,0.259851223582612,"sce2",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.3
4,0.6,0.53273136983747,0.520042789392018,"sce2",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.6
5,0.6,0.50529839953242,0.545904996097436,"sce2",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.6
1,0.01,0.0336599246279762,0.0336599246279762,"sce2",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0785155945086309,0.0796497777977475,"sce2",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.05
3,0.3,0.304545278616681,0.296615568111956,"sce2",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.3
4,0.6,0.544395269351608,0.544564519119004,"sce2",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.6
5,0.6,0.574555635101607,0.531895066448263,"sce2",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.6
1,0.01,0.0452156422197096,0.0452156422197096,"sce2",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.117116690618593,0.116805502999852,"sce2",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.05
3,0.3,0.343244136159103,0.325820340203995,"sce2",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.3
4,0.6,0.545691488535789,0.603120521348242,"sce2",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.6
5,0.6,0.583408730366703,0.588665756465849,"sce2",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.6
1,0.05,0.0504742078394489,0.0504742078394489,"sce3",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.05
2,0.1,0.0729051957859072,0.0772874171302985,"sce3",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.1
3,0.5,0.452607181562879,0.437311294674097,"sce3",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.5
4,0.68,0.588700528243426,0.593141320323901,"sce3",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.68
5,0.7,0.588689371908455,0.583164513596239,"sce3",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.7
1,0.05,0.0605201944056819,0.0605201944056819,"sce3",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.05
2,0.1,0.11194167211056,0.120115911798912,"sce3",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.1
3,0.5,0.434297463232375,0.470383980128522,"sce3",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.5
4,0.68,0.607437736423896,0.607223160826008,"sce3",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.68
5,0.7,0.615542590061264,0.630463674703232,"sce3",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.7
1,0.05,0.0763583692569338,0.0763583692569338,"sce3",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.05
2,0.1,0.115176138413987,0.13019820311086,"sce3",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.1
3,0.5,0.445733923263769,0.439770956390844,"sce3",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.5
4,0.68,0.627049326436414,0.587144623492316,"sce3",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.68
5,0.7,0.651237137855626,0.655035190527086,"sce3",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.7
1,0.05,0.0903018062256131,0.0903018062256131,"sce3",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.05
2,0.1,0.167251080786036,0.148601946704963,"sce3",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.1
3,0.5,0.514080129240756,0.525771667103476,"sce3",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.5
4,0.68,0.662805321216994,0.65138471904583,"sce3",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.68
5,0.7,0.644253750054559,0.672792804744518,"sce3",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.7
1,0.01,0.0112533427128916,0.0112533427128916,"sce4",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0430334616479834,0.0477027861404263,"sce4",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.05
3,0.1,0.0697787621795174,0.0686147456957744,"sce4",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.1
4,0.2,0.174579222271239,0.161869575993633,"sce4",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.2
5,0.4,0.339331508549346,0.368660155841351,"sce4",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.4
1,0.01,0.0157643970839694,0.0157643970839694,"sce4",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0623984641739641,0.0664250265095667,"sce4",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.05
3,0.1,0.104661875955552,0.0975338048597855,"sce4",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.1
4,0.2,0.241382137413958,0.193280125864338,"sce4",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.2
5,0.4,0.345302184624128,0.401424757449507,"sce4",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.4
1,0.01,0.0364223438412801,0.0364223438412801,"sce4",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.092774577705434,0.0893897657857508,"sce4",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.05
3,0.1,0.138342748181987,0.11320375308297,"sce4",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.1
4,0.2,0.200600196777682,0.191411746565621,"sce4",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.2
5,0.4,0.403226634388913,0.362798284035468,"sce4",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.4
1,0.01,0.0451068872773595,0.0451068872773595,"sce4",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.12141936133704,0.11404687164459,"sce4",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.05
3,0.1,0.152704307883302,0.172876884292376,"sce4",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.1
4,0.2,0.235786316698502,0.239861400493061,"sce4",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.2
5,0.4,0.404104368967794,0.410129105736114,"sce4",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.4
1,0.1,0.0922440818839417,0.0922440818839417,"sce5",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.1
2,0.2,0.182378543462826,0.178311147868455,"sce5",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.2
3,0.4,0.332804869738045,0.329403517838705,"sce5",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.4
4,0.45,0.396810029470252,0.402652127479819,"sce5",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.45
5,0.5,0.482776611275455,0.444044162598906,"sce5",0,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.5
1,0.1,0.102253631431681,0.102253631431681,"sce5",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.1
2,0.2,0.19579652050867,0.172447918572306,"sce5",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.2
3,0.4,0.362422240315243,0.375083227463371,"sce5",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.4
4,0.45,0.416527853842197,0.412831658721114,"sce5",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.45
5,0.5,0.445305395733916,0.43885572903027,"sce5",0,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.5
1,0.1,0.105594706434334,0.105594706434334,"sce5",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.1
2,0.2,0.201702285990399,0.242453459781862,"sce5",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.2
3,0.4,0.39321844012839,0.387072385699925,"sce5",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.4
4,0.45,0.42544118074724,0.444127035698238,"sce5",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.45
5,0.5,0.444184576948603,0.485551652781208,"sce5",0,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.5
1,0.1,0.140723990837388,0.140723990837388,"sce5",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.1
2,0.2,0.244011670982699,0.257254315113628,"sce5",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.2
3,0.4,0.445784338929421,0.419708631953312,"sce5",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.4
4,0.45,0.454282512950961,0.491317934684518,"sce5",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.45
5,0.5,0.485481982047361,0.472800592040784,"sce5",0,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.5
1,0.2,0.171365640220287,0.171365640220287,"sce1",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.2
2,0.35,0.31975605867691,0.375581958135797,"sce1",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.41
3,0.36,0.285315315246087,0.415594707439018,"sce1",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.465
4,0.37,0.278086101881653,0.407390117983218,"sce1",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.478
5,0.38,0.31111270287395,0.449431338762389,"sce1",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.491
1,0.2,0.200645258252338,0.200645258252338,"sce1",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.2
2,0.35,0.342728719050164,0.360832078710918,"sce1",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.41
3,0.36,0.338255970244971,0.428113746027053,"sce1",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.465
4,0.37,0.34521725590587,0.426955591631408,"sce1",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.478
5,0.38,0.34137595462751,0.454379655309809,"sce1",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.491
1,0.2,0.210684396250167,0.210684396250167,"sce1",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.2
2,0.35,0.351320811631759,0.395552757137605,"sce1",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.41
3,0.36,0.371251740176264,0.431711125803149,"sce1",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.465
4,0.37,0.375609234993102,0.459966883989673,"sce1",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.478
5,0.38,0.377320269708557,0.48721934996705,"sce1",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.491
1,0.2,0.220051297896472,0.220051297896472,"sce1",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.2
2,0.35,0.368447037955615,0.416947690705804,"sce1",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.41
3,0.36,0.33374241585437,0.47312270295884,"sce1",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.465
4,0.37,0.384483333929535,0.492946666109013,"sce1",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.478
5,0.38,0.402839912760409,0.479534593779573,"sce1",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.491
1,0.01,0.00814375266972469,0.00814375266972469,"sce2",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0461902579425501,0.0507224482532338,"sce2",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.053
3,0.3,0.257467374735329,0.280931573063251,"sce2",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.315
4,0.6,0.519913120930113,0.582643825358174,"sce2",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.69
5,0.6,0.537093453793228,0.682595614977351,"sce2",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.78
1,0.01,0.0150478515724926,0.0150478515724926,"sce2",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0677346109797893,0.0619090328647095,"sce2",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.053
3,0.3,0.259048458001686,0.302043670198418,"sce2",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.315
4,0.6,0.514127342509383,0.576674614619202,"sce2",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.69
5,0.6,0.552952117008612,0.707168994910301,"sce2",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.78
1,0.01,0.0344330642443494,0.0344330642443494,"sce2",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0797209030303646,0.0891008415261396,"sce2",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.053
3,0.3,0.31283154330518,0.282710008060861,"sce2",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.315
4,0.6,0.591435853976578,0.648559172472119,"sce2",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.69
5,0.6,0.547224603099079,0.698444092217967,"sce2",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.78
1,0.01,0.0493286406916104,0.0493286406916104,"sce2",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.108614729768215,0.104381492876776,"sce2",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.053
3,0.3,0.375845553324369,0.351264562410732,"sce2",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.315
4,0.6,0.591382743594051,0.667607362687221,"sce2",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.69
5,0.6,0.580192334396092,0.712895669108542,"sce2",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.78
1,0.05,0.0495994613855198,0.0495994613855198,"sce3",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.05
2,0.1,0.104917856445036,0.127185050605519,"sce3",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.115
3,0.5,0.451235697093231,0.440181880015894,"sce3",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.53
4,0.68,0.59836039413697,0.730069206336203,"sce3",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.83
5,0.7,0.579975147451272,0.777212921422757,"sce3",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.904
1,0.05,0.0595388006924282,0.0595388006924282,"sce3",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.05
2,0.1,0.120455832759501,0.116956554149061,"sce3",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.115
3,0.5,0.46256327731535,0.481260955927393,"sce3",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.53
4,0.68,0.602702830289404,0.71996284268266,"sce3",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.83
5,0.7,0.602943842004384,0.808970781560017,"sce3",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.904
1,0.05,0.0652836498030353,0.0652836498030353,"sce3",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.05
2,0.1,0.12559128603217,0.131427317617497,"sce3",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.115
3,0.5,0.490992089395256,0.498471687361358,"sce3",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.53
4,0.68,0.625623818834357,0.752991327344039,"sce3",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.83
5,0.7,0.624569300715805,0.824342662070392,"sce3",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.904
1,0.05,0.0745613650918972,0.0745613650918972,"sce3",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.05
2,0.1,0.148832239951562,0.171492263950912,"sce3",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.115
3,0.5,0.472832053586462,0.568470119353826,"sce3",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.53
4,0.68,0.683770843416278,0.801362889133052,"sce3",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.83
5,0.7,0.680189846261004,0.830112464328465,"sce3",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.904
1,0.01,0.00721507341251767,0.00721507341251767,"sce4",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.01
2,0.05,0.0493420307055802,0.0458579848808916,"sce4",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.053
3,0.1,0.0919328210877458,0.0888810009926648,"sce4",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.115
4,0.2,0.172106648797397,0.223216595674388,"sce4",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.23
5,0.4,0.352898435868426,0.364079694321444,"sce4",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.46
1,0.01,0.0201852935902433,0.0201852935902433,"sce4",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.01
2,0.05,0.0497011715726668,0.0611097799646698,"sce4",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.053
3,0.1,0.0989683374692828,0.102456739370604,"sce4",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.115
4,0.2,0.197923923050424,0.22200603269504,"sce4",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.23
5,0.4,0.363861521584162,0.411171584649614,"sce4",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.46
1,0.01,0.0305883590477222,0.0305883590477222,"sce4",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.01
2,0.05,0.0902754995537816,0.0741503301299541,"sce4",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.053
3,0.1,0.127810172269477,0.137729167859689,"sce4",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.115
4,0.2,0.213794568232757,0.235964693114273,"sce4",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.23
5,0.4,0.375651807137387,0.446908362028723,"sce4",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.46
1,0.01,0.044565916271743,0.044565916271743,"sce4",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.01
2,0.05,0.115895468020377,0.119882902802575,"sce4",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.053
3,0.1,0.151429546974572,0.170089801718407,"sce4",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.115
4,0.2,0.231769460237243,0.265761998783629,"sce4",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.23
5,0.4,0.428738026788159,0.482629134105985,"sce4",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.46
1,0.1,0.100494921031825,0.100494921031825,"sce5",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.1
2,0.2,0.165084603989283,0.217333014392771,"sce5",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.23
3,0.4,0.362527887322309,0.379974339993018,"sce5",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.46
4,0.45,0.371046534495117,0.508328482389745,"sce5",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.57
5,0.5,0.419948468799276,0.548279339720511,"sce5",0.3,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.635
1,0.1,0.103841093823854,0.103841093823854,"sce5",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.1
2,0.2,0.199253655235061,0.196232029529941,"sce5",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.23
3,0.4,0.346541852252393,0.412809437739829,"sce5",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.46
4,0.45,0.41686736918725,0.553489246844988,"sce5",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.57
5,0.5,0.467039451949388,0.58974417120918,"sce5",0.3,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.635
1,0.1,0.10466129078083,0.10466129078083,"sce5",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.1
2,0.2,0.224622425471349,0.278605567136739,"sce5",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.23
3,0.4,0.383675670751142,0.445660666799983,"sce5",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.46
4,0.45,0.404361363623744,0.532177329081067,"sce5",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.57
5,0.5,0.50984248897514,0.61478237739901,"sce5",0.3,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.635
1,0.1,0.139215713633872,0.139215713633872,"sce5",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.1
2,0.2,0.233911341561824,0.281261097211943,"sce5",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.23
3,0.4,0.413725011891626,0.465626862519811,"sce5",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.46
4,0.45,0.441447253817906,0.554389442066719,"sce5",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.57
5,0.5,0.491643013545601,0.618971299545481,"sce5",0.3,"dose_specific","Beta(0.50, 0.50)",0.5,0.5,6,6,0.635
1,0.2,0.196796207664067,0.196796207664067,"sce1",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.2
2,0.35,0.312285301691871,0.392552920139847,"sce1",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.47
3,0.36,0.333071096771525,0.51114368910479,"sce1",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.57
4,0.37,0.311139107128557,0.486690841548234,"sce1",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.586
5,0.38,0.356924620168539,0.528423056049022,"sce1",0.6,"dose_specific","Beta(0.05, 0.95)",0.05,0.95,6,6,0.602
1,0.2,0.184062453654837,0.184062453654837,"sce1",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.2
2,0.35,0.339085454131711,0.465658764930841,"sce1",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.47
3,0.36,0.275939211005157,0.520140751688571,"sce1",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.57
4,0.37,0.304755838899682,0.525649602376305,"sce1",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.586
5,0.38,0.348809602190038,0.533939223015737,"sce1",0.6,"dose_specific","Beta(0.15, 0.85)",0.15,0.85,6,6,0.602
1,0.2,0.187477953439949,0.187477953439949,"sce1",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.2
2,0.35,0.324222571332406,0.449287272057242,"sce1",0.6,"dose_specific","Beta(0.30, 0.70)",0.3,0.7,6,6,0.47
